symbol,entity_id,whyfail
1VG.AX,1VG.AX,emptyfail
JPUS.L,JPUS.L,emptyfail
JPSU.L,JPSU.L,emptyfail
RQJ.TO,RQJ.TO,emptyfail
VFLQ,VFLQ,emptyfail
JPXG.L,JPXG.L,emptyfail
EESG.L,EESG.L,emptyfail
FHS,FHS,emptyfail
HAACW,HAACW,emptyfail
HAAC,HAAC,emptyfail
HAACU,HAACU,emptyfail
PYS,PYS,emptyfail
USEF.L,USEF.L,emptyfail
AMCCX,AMCCX,emptyfail
ABMAX,ABMAX,emptyfail
GEDTX,GEDTX,emptyfail
EFL,EFL,emptyfail
BHHEX,BHHEX,emptyfail
JHMC,JHMC,emptyfail
JHMI,JHMI,emptyfail
JHMS,JHMS,emptyfail
JHMT,JHMT,emptyfail
JHMH,JHMH,emptyfail
JHMF,JHMF,emptyfail
JHME,JHME,emptyfail
WMWXF,WMWXF,emptyfail
LIV,LIV,emptyfail
HOTFX,HOTFX,emptyfail
FUNDX,FUNDX,emptyfail
BRLIX,BRLIX,emptyfail
8CC1.DU,8CC1.DU,emptyfail
LLL,LLL,emptyfail
WBII,WBII,emptyfail
BETP.L,BETP.L,emptyfail
CLDS,CLDS,emptyfail
CIPDX,CIPDX,emptyfail
MOHO,MOHO,emptyfail
PBUY.L,PBUY.L,emptyfail
YODA.L,YODA.L,emptyfail
DTOX.L,DTOX.L,emptyfail
DTOP.L,DTOP.L,emptyfail
CTT,CTT,emptyfail
BRCN,BRCN,emptyfail
SNP,SNP,emptyfail
SMM,SMM,emptyfail
D467.L,D467.L,emptyfail
DO1D.L,DO1D.L,emptyfail
SHI,SHI,emptyfail
GRIW.L,GRIW.L,emptyfail
SLHG,SLHG,emptyfail
AGT,AGT,emptyfail
WGLD,WGLD,emptyfail
FCHY.TO,FCHY.TO,emptyfail
FCHH.TO,FCHH.TO,emptyfail
EMWP,EMWP,emptyfail
NSR,NSR,emptyfail
DYFN,DYFN,emptyfail
VSL,VSL,emptyfail
CMCE.TO,CMCE.TO,emptyfail
CMUE.TO,CMUE.TO,emptyfail
CTRU,CTRU,emptyfail
GSLD,GSLD,emptyfail
RUSG.L,RUSG.L,emptyfail
VTXVX,VTXVX,emptyfail
HMFD.L,HMFD.L,emptyfail
HMFE.L,HMFE.L,emptyfail
HEP.TO,HEP.TO,emptyfail
HEJ.TO,HEJ.TO,emptyfail
HEE.TO,HEE.TO,emptyfail
VGMF.AX,VGMF.AX,emptyfail
CNP.PA,CNP.PA,emptyfail
HBRN.L,HBRN.L,emptyfail
UKMV.L,UKMV.L,emptyfail
MLV4S.PA,MLV4S.PA,emptyfail
LMMV.L,LMMV.L,emptyfail
OTSCS,OTSCS,emptyfail
OCA,OCA,emptyfail
OCA-UN,OCA-UN,emptyfail
0FSN.L,0FSN.L,emptyfail
JCO,JCO,emptyfail
IO,IO,emptyfail
HEMB.TO,HEMB.TO,emptyfail
WCDGX,WCDGX,emptyfail
MIND.TO,MIND.TO,emptyfail
MLABO.PA,MLABO.PA,emptyfail
CELP,CELP,emptyfail
MCLS.L,MCLS.L,emptyfail
3TWT.L,3TWT.L,emptyfail
TWT3.L,TWT3.L,emptyfail
RALS,RALS,emptyfail
GWGH,GWGH,emptyfail
LGBT,LGBT,emptyfail
MLCEC.PA,MLCEC.PA,emptyfail
CHNAX,CHNAX,emptyfail
HZAR.L,HZAR.L,emptyfail
OPN.PA,OPN.PA,emptyfail
WBLNX,WBLNX,emptyfail
WBRRX,WBRRX,emptyfail
WBBNX,WBBNX,emptyfail
BUD.AX,BUD.AX,emptyfail
FDV.TO,FDV.TO,emptyfail
CSY.TO,CSY.TO,emptyfail
MCA,MCA,emptyfail
MYC,MYC,emptyfail
FAO.TO,FAO.TO,emptyfail
MYJ,MYJ,emptyfail
FAI.TO,FAI.TO,emptyfail
RWU.TO,RWU.TO,emptyfail
LAIX,LAIX,emptyfail
RBDI.TO,RBDI.TO,emptyfail
SLPE.L,SLPE.L,emptyfail
PROL.PA,PROL.PA,emptyfail
SARG.L,SARG.L,emptyfail
TPLT.L,TPLT.L,emptyfail
TPAL.L,TPAL.L,emptyfail
3NIL.L,3NIL.L,emptyfail
HBL-UN.TO,HBL-UN.TO,emptyfail
HUL.TO,HUL.TO,emptyfail
MLVIS.PA,MLVIS.PA,emptyfail
FMO,FMO,emptyfail
CRU1.L,CRU1.L,emptyfail
RUSL.L,RUSL.L,emptyfail
IEER.L,IEER.L,emptyfail
CSRU.L,CSRU.L,emptyfail
IDEE.L,IDEE.L,emptyfail
ERUS,ERUS,emptyfail
VVL.SI,VVL.SI,emptyfail
MAIL.L,MAIL.L,emptyfail
RUSE.L,RUSE.L,emptyfail
FXRU.L,FXRU.L,emptyfail
SAB,SAB,emptyfail
UBN,UBN,emptyfail
LDG,LDG,emptyfail
RDXS.L,RDXS.L,emptyfail
ETI,ETI,emptyfail
XMRD.L,XMRD.L,emptyfail
XMRC.L,XMRC.L,emptyfail
HRUB.L,HRUB.L,emptyfail
AGA,AGA,emptyfail
SLT,SLT,emptyfail
0MK2.L,0MK2.L,emptyfail
SEV.PA,SEV.PA,emptyfail
RCO-UN.TO,RCO-UN.TO,emptyfail
VMM,VMM,emptyfail
YEW.L,YEW.L,emptyfail
DEVC.L,DEVC.L,emptyfail
JETI.L,JETI.L,emptyfail
VENC.L,VENC.L,emptyfail
VEN2.L,VEN2.L,emptyfail
VEN.L,VEN.L,emptyfail
CFFVW,CFFVW,emptyfail
CFV,CFV,emptyfail
CLSHX,CLSHX,emptyfail
0UR5.L,0UR5.L,emptyfail
DYHG,DYHG,emptyfail
LBJ,LBJ,emptyfail
KOR,KOR,emptyfail
BEEAX,BEEAX,emptyfail
MLNAT.PA,MLNAT.PA,emptyfail
BGIO,BGIO,emptyfail
0SYQ.L,0SYQ.L,emptyfail
DTY,DTY,emptyfail
PKO,PKO,emptyfail
BPIAX,BPIAX,emptyfail
FIV,FIV,emptyfail
FOIIX,FOIIX,emptyfail
FOOLX,FOOLX,emptyfail
NXR,NXR,emptyfail
NXQ,NXQ,emptyfail
HHF.TO,HHF.TO,emptyfail
MLNEI.PA,MLNEI.PA,emptyfail
TES.PA,TES.PA,emptyfail
JTA,JTA,emptyfail
JDD,JDD,emptyfail
BANO.OL,BANO.OL,emptyfail
0QY8.L,0QY8.L,emptyfail
RQI.TO,RQI.TO,emptyfail
GXF,GXF,emptyfail
VTA,VTA,emptyfail
JHB,JHB,emptyfail
GPM,GPM,emptyfail
HZAC,HZAC,emptyfail
SSPGX,SSPGX,emptyfail
BELP,BELP,emptyfail
MLTBM.PA,MLTBM.PA,emptyfail
OMOAX,OMOAX,emptyfail
GCPL,GCPL,emptyfail
CEWUF,CEWUF,emptyfail
HIPR,HIPR,emptyfail
ESNG,ESNG,emptyfail
ADV.PA,ADV.PA,emptyfail
MICGX,MICGX,emptyfail
HVBT,HVBT,emptyfail
DROCX,DROCX,emptyfail
MCYBX,MCYBX,emptyfail
MLSIM.PA,MLSIM.PA,emptyfail
SAF,SAF,emptyfail
MLMAI.PA,MLMAI.PA,emptyfail
IGLB.TO,IGLB.TO,emptyfail
AJAX,AJAX,emptyfail
MHH.AX,MHH.AX,emptyfail
0DMQ.L,0DMQ.L,emptyfail
MIE,MIE,emptyfail
SO4.AX,SO4.AX,emptyfail
DFC.TO,DFC.TO,emptyfail
DFD.TO,DFD.TO,emptyfail
DFE.TO,DFE.TO,emptyfail
DFU.TO,DFU.TO,emptyfail
MTSL,MTSL,emptyfail
SO4.L,SO4.L,emptyfail
EARS,EARS,emptyfail
KN.PA,KN.PA,emptyfail
0QZM.L,0QZM.L,emptyfail
FOCCX,FOCCX,emptyfail
SFLWX,SFLWX,emptyfail
SASWX,SASWX,emptyfail
FOCWX,FOCWX,emptyfail
PPX,PPX,emptyfail
ACRTX,ACRTX,emptyfail
ASCTX,ASCTX,emptyfail
MDLQ,MDLQ,emptyfail
IACA,IACA,emptyfail
NIMEX,NIMEX,emptyfail
NMAEX,NMAEX,emptyfail
CORP.TO,CORP.TO,emptyfail
FTOC,FTOC,emptyfail
DSE,DSE,emptyfail
EFF,EFF,emptyfail
MYT,MYT,emptyfail
PBY,PBY,emptyfail
HCAPZ,HCAPZ,emptyfail
FRSSX,FRSSX,emptyfail
PPR,PPR,emptyfail
CMHY.L,CMHY.L,emptyfail
SCAD.TO,SCAD.TO,emptyfail
SUSA.TO,SUSA.TO,emptyfail
SINT.TO,SINT.TO,emptyfail
WBIE,WBIE,emptyfail
SFIX.TO,SFIX.TO,emptyfail
RIVEX,RIVEX,emptyfail
ECOLX,ECOLX,emptyfail
EWENX,EWENX,emptyfail
FLB.TO,FLB.TO,emptyfail
XSIL.L,XSIL.L,emptyfail
FEXPX,FEXPX,emptyfail
FBU.TO,FBU.TO,emptyfail
FHB.TO,FHB.TO,emptyfail
DXM.TO,DXM.TO,emptyfail
UXM.TO,UXM.TO,emptyfail
FBE.TO,FBE.TO,emptyfail
MIH.AX,MIH.AX,emptyfail
TPVY,TPVY,emptyfail
GAINX,GAINX,emptyfail
CEZ,CEZ,emptyfail
DWFI,DWFI,emptyfail
SYE,SYE,emptyfail
SMEZ,SMEZ,emptyfail
SYG,SYG,emptyfail
HUIB.TO,HUIB.TO,emptyfail
QTSRX,QTSRX,emptyfail
ATSMX,ATSMX,emptyfail
USHG,USHG,emptyfail
MOM,MOM,emptyfail
PRGIX,PRGIX,emptyfail
HCN.TO,HCN.TO,emptyfail
HII.TO,HII.TO,emptyfail
HTH.TO,HTH.TO,emptyfail
TGTIX,TGTIX,emptyfail
IQDAX,IQDAX,emptyfail
FHE.TO,FHE.TO,emptyfail
FHU.TO,FHU.TO,emptyfail
PBB,PBB,emptyfail
AGGP,AGGP,emptyfail
VUVLX,VUVLX,emptyfail
ZUSD.AX,ZUSD.AX,emptyfail
QAG.AX,QAG.AX,emptyfail
TOPIX,TOPIX,emptyfail
MFLA,MFLA,emptyfail
TLIIX,TLIIX,emptyfail
SSSJX,SSSJX,emptyfail
ELU,ELU,emptyfail
KOL,KOL,emptyfail
PLC,PLC,emptyfail
ZJO.TO,ZJO.TO,emptyfail
ZJN.TO,ZJN.TO,emptyfail
USV,USV,emptyfail
UAG,UAG,emptyfail
QCB.AX,QCB.AX,emptyfail
HGM.TO,HGM.TO,emptyfail
RLE.TO,RLE.TO,emptyfail
RLD.TO,RLD.TO,emptyfail
RIG.TO,RIG.TO,emptyfail
TTTN,TTTN,emptyfail
BQAD.L,BQAD.L,emptyfail
RQH.TO,RQH.TO,emptyfail
MCX,MCX,emptyfail
PTB.TO,PTB.TO,emptyfail
LACK,LACK,emptyfail
SOJA,SOJA,emptyfail
NEED,NEED,emptyfail
MUTE,MUTE,emptyfail
ZMLP,ZMLP,emptyfail
DZK,DZK,emptyfail
TAWK,TAWK,emptyfail
PASS,PASS,emptyfail
USMCX,USMCX,emptyfail
TDEYX,TDEYX,emptyfail
TDEAX,TDEAX,emptyfail
TYBS,TYBS,emptyfail
MFR-UN.TO,MFR-UN.TO,emptyfail
RWSL,RWSL,emptyfail
RWCD,RWCD,emptyfail
RWDE,RWDE,emptyfail
RWDC,RWDC,emptyfail
RWLS,RWLS,emptyfail
RWIU,RWIU,emptyfail
BTTTX,BTTTX,emptyfail
TYGGX,TYGGX,emptyfail
DSMGX,DSMGX,emptyfail
TGGCX,TGGCX,emptyfail
UTLF.L,UTLF.L,emptyfail
CBLLX,CBLLX,emptyfail
VAH.TO,VAH.TO,emptyfail
VLQ.TO,VLQ.TO,emptyfail
LMHB,LMHB,emptyfail
SDAG,SDAG,emptyfail
CROP,CROP,emptyfail
HFXJ,HFXJ,emptyfail
QGTA,QGTA,emptyfail
TCRZ,TCRZ,emptyfail
LMHA,LMHA,emptyfail
HRA.TO,HRA.TO,emptyfail
FARPX,FARPX,emptyfail
FIOCX,FIOCX,emptyfail
FIROX,FIROX,emptyfail
FRAPX,FRAPX,emptyfail
FIOIX,FIOIX,emptyfail
FIOTX,FIOTX,emptyfail
COGRX,COGRX,emptyfail
CADIX,CADIX,emptyfail
NGPAX,NGPAX,emptyfail
NLGIX,NLGIX,emptyfail
HBG.TO,HBG.TO,emptyfail
0O8X.L,0O8X.L,emptyfail
SHZ.TO,SHZ.TO,emptyfail
GULF,GULF,emptyfail
JBR,JBR,emptyfail
CCX.TO,CCX.TO,emptyfail
UBJ.AX,UBJ.AX,emptyfail
DIV.AX,DIV.AX,emptyfail
UBA.AX,UBA.AX,emptyfail
UBW.AX,UBW.AX,emptyfail
UBU.AX,UBU.AX,emptyfail
ETF.AX,ETF.AX,emptyfail
BNKU.L,BNKU.L,emptyfail
DRR,DRR,emptyfail
UCOM,UCOM,emptyfail
GASX,GASX,emptyfail
EUFL,EUFL,emptyfail
RUSS,RUSS,emptyfail
GASL,GASL,emptyfail
HEW.TO,HEW.TO,emptyfail
SAGG,SAGG,emptyfail
MIDZ,MIDZ,emptyfail
SUP5.L,SUP5.L,emptyfail
CAN.TO,CAN.TO,emptyfail
PUS5.L,PUS5.L,emptyfail
USP5.L,USP5.L,emptyfail
DVEM,DVEM,emptyfail
SSWA,SSWA,emptyfail
BCF,BCF,emptyfail
INP,INP,emptyfail
DYB,DYB,emptyfail
JMPD,JMPD,emptyfail
CES.TO,CES.TO,emptyfail
CED.TO,CED.TO,emptyfail
RQG.TO,RQG.TO,emptyfail
IGVT,IGVT,emptyfail
IFIX,IFIX,emptyfail
SUD5.L,SUD5.L,emptyfail
IPE,IPE,emptyfail
3NIS.L,3NIS.L,emptyfail
FUT.TO,FUT.TO,emptyfail
CWAI,CWAI,emptyfail
PEU.TO,PEU.TO,emptyfail
MXF.TO,MXF.TO,emptyfail
SKG-UN.TO,SKG-UN.TO,emptyfail
KMPA,KMPA,emptyfail
ORECX,ORECX,emptyfail
ORENX,ORENX,emptyfail
QXGG,QXGG,emptyfail
QXTR,QXTR,emptyfail
SZO,SZO,emptyfail
AGF,AGF,emptyfail
FIEG,FIEG,emptyfail
VMRGX,VMRGX,emptyfail
BOM,BOM,emptyfail
SHE.TO,SHE.TO,emptyfail
LTMU.L,LTMU.L,emptyfail
EDOM,EDOM,emptyfail
HGSD,HGSD,emptyfail
DDP,DDP,emptyfail
BVX,BVX,emptyfail
PTM,PTM,emptyfail
CBN.TO,CBN.TO,emptyfail
FHP.L,FHP.L,emptyfail
FMDG,FMDG,emptyfail
CBD.TO,CBD.TO,emptyfail
FCY.TO,FCY.TO,emptyfail
VMIN,VMIN,emptyfail
QXRR,QXRR,emptyfail
QXMI,QXMI,emptyfail
RQF.TO,RQF.TO,emptyfail
JJCB,JJCB,emptyfail
JJAB,JJAB,emptyfail
SGGB,SGGB,emptyfail
JJSB,JJSB,emptyfail
JJGB,JJGB,emptyfail
GAZB,GAZB,emptyfail
PGMB,PGMB,emptyfail
BALB,BALB,emptyfail
COWB,COWB,emptyfail
BJJN,BJJN,emptyfail
BJO,BJO,emptyfail
JJTB,JJTB,emptyfail
STLRU,STLRU,emptyfail
MER,MER,emptyfail
LABS,LABS,emptyfail
XCRA,XCRA,emptyfail
FIEU,FIEU,emptyfail
USAG,USAG,emptyfail
HCRF,HCRF,emptyfail
CNSF,CNSF,emptyfail
TCHF,TCHF,emptyfail
ERGF,ERGF,emptyfail
FNCF,FNCF,emptyfail
HEFV,HEFV,emptyfail
OIIL,OIIL,emptyfail
KEMP,KEMP,emptyfail
FNTEU,FNTEU,emptyfail
CLE,CLE,emptyfail
SPLX,SPLX,emptyfail
ADZ,ADZ,emptyfail
DEE,DEE,emptyfail
HVI.TO,HVI.TO,emptyfail
HVU.TO,HVU.TO,emptyfail
DBES,DBES,emptyfail
ELECU,ELECU,emptyfail
ABE,ABE,emptyfail
RCOM,RCOM,emptyfail
GBB,GBB,emptyfail
CAFE,CAFE,emptyfail
SGAR,SGAR,emptyfail
NINI,NINI,emptyfail
DIRT,DIRT,emptyfail
WEET,WEET,emptyfail
HEVY,HEVY,emptyfail
ICI,ICI,emptyfail
VLI,VLI,emptyfail
FVI,FVI,emptyfail
MIIIU,MIIIU,emptyfail
MIIIW,MIIIW,emptyfail
HMF.TO,HMF.TO,emptyfail
TPS,TPS,emptyfail
OXF.TO,OXF.TO,emptyfail
SHA.TO,SHA.TO,emptyfail
SHU.TO,SHU.TO,emptyfail
GWM,GWM,emptyfail
CLLN.L,CLLN.L,emptyfail
SHC.TO,SHC.TO,emptyfail
QRI.TO,QRI.TO,emptyfail
QRT.TO,QRT.TO,emptyfail
QCP.TO,QCP.TO,emptyfail
QRH.TO,QRH.TO,emptyfail
QMG.TO,QMG.TO,emptyfail
RQE.TO,RQE.TO,emptyfail
IPS,IPS,emptyfail
TLO,TLO,emptyfail
XGR.TO,XGR.TO,emptyfail
XCR.TO,XCR.TO,emptyfail
XBZ.TO,XBZ.TO,emptyfail
XAL.TO,XAL.TO,emptyfail
CBQ.TO,CBQ.TO,emptyfail
HMA.TO,HMA.TO,emptyfail
FCE.TO,FCE.TO,emptyfail
JMIVX,JMIVX,emptyfail
RHU.TO,RHU.TO,emptyfail
DI,DI,emptyfail
ESF,ESF,emptyfail
HTD.TO,HTD.TO,emptyfail
FGV.TO,FGV.TO,emptyfail
FUM.TO,FUM.TO,emptyfail
FGU.TO,FGU.TO,emptyfail
PXF.TO,PXF.TO,emptyfail
FGM.TO,FGM.TO,emptyfail
FGL.TO,FGL.TO,emptyfail
CBB.TO,CBB.TO,emptyfail
ZEL.TO,ZEL.TO,emptyfail
APIC,APIC,emptyfail
HWC.L,HWC.L,emptyfail
ALMEX,ALMEX,emptyfail
COX,COX,emptyfail
SSE,SSE,emptyfail
BKESF,BKESF,emptyfail
CU,CU,emptyfail
END,END,emptyfail
HILL,HILL,emptyfail
FSIMX,FSIMX,emptyfail
BPP,BPP,emptyfail
CBST,CBST,emptyfail
CTC,CTC,emptyfail
WRN.L,WRN.L,emptyfail
COGO,COGO,emptyfail
SFC,SFC,emptyfail
SNDS,SNDS,emptyfail
ETC,ETC,emptyfail
CMM,CMM,emptyfail
WGP.L,WGP.L,emptyfail
GFZ,GFZ,emptyfail
CPD,CPD,emptyfail
FLE,FLE,emptyfail
ATSI,ATSI,emptyfail
BF,BF,emptyfail
PRL,PRL,emptyfail
MEDC,MEDC,emptyfail
TSA,TSA,emptyfail
NMK,NMK,emptyfail
