source,BoScore,AggScore,rankOfRanks,Altman-Z,Piotroski,CycleHeat,moatScore,grahamNumberToPrice,earnYield,returnOnEquity,Original_Rank,OLS_Rank,OLS_Score
TROW,-0.09842601972087599,0.02031168181424887,2.0,0.13218708906335608,0.24549915104352538,0.2127920264050514,5,-0.25071026460945167,-0.21804796664924206,0.24882011374270696,33,57.0,-0.5569282089629979
HSM.L,-0.0931037764050399,0.00043954601403581317,1.8,-0.08677659289556838,-1.1841723756217095,0.2127920264050514,3,-0.09528892576544203,1.174023868483715,0.17726922429121394,34,87.0,-1.7716939458377414
SEIC,-0.04165542435194983,-0.021219775624081026,1.9,0.11995432610859103,0.24549915104352538,0.2127920264050514,6,-0.2679147403912699,-0.3521882424546737,0.23012079332547655,35,37.0,0.018288826994313747
ZM,-0.06471847872057605,-0.04933848687726171,3.3,0.3224118567401226,0.24549915104352538,0.2127920264050514,4,-0.33356122027858887,-0.9488363911382673,0.14078539034430282,36,86.0,-1.6836193772623944
DPM.TO,0.031081900964488138,-0.058834198742859944,0.7,-0.0756743524864377,-1.1841723756217095,0.2127920264050514,5,-0.06525336223652231,0.07986033875560695,0.06748019372543329,37,23.0,0.4925485852745547
SRB.L,0.22090857922933665,-0.0660782933037614,4.3,-0.09547805344615705,1.1986135021536821,0.2127920264050514,2,0.03782085549488245,0.06847997736626733,0.00029135786760442294,38,14.0,1.5726973028600266
0A1O.L,-0.03810726214139159,-0.06743453157047033,3.4,0.3224118567401226,0.24549915104352538,0.2127920264050514,4,-0.33356122027858887,-0.9488363911382673,0.14078539034430282,39,78.0,-1.3622315191639178
CKN.L,0.0026966032800248008,-0.07084211035987027,3.1,-0.04692964936063622,-0.23105802451155288,0.2127920264050514,4,-0.20691501079463545,-0.5061226893044803,0.03775848040811008,40,43.0,-0.20649648301313916
CDFF.L,0.006244765490582025,-0.0761217020366807,0.5,0.056048971399489535,-2.1372867267318663,0.2127920264050514,6,0.07503329102164231,1.8999200255248148,0.12813988342844806,41,45.0,-0.2348875745662552
LRCX,-0.08068520866808684,-0.10596485795834884,2.6,-0.05595802639957596,-0.23105802451155288,0.2127920264050514,6,-0.3019820614048934,-0.3437351263635023,0.6658062693593746,42,33.0,0.3129750659030386
0JT5.L,-0.08068520866808684,-0.10597616695137635,2.7,-0.05595802639957596,-0.23105802451155288,0.2127920264050514,6,-0.3019820614048934,-0.3437351263635023,0.6658062693593746,43,32.0,0.31308641033184936
AEP.L,0.07011168528062516,-0.11277714040064324,1.4,-0.07096495703577534,-0.23105802451155288,-1.3509301324476344,3,0.0861396782661695,1.3554507576835393,0.13725814638574954,44,27.0,0.39845011952128445
HEN3.DE,-0.0682666409311343,-0.11349080098855684,3.1,-0.0717749153029332,-0.7076152000666311,0.2127920264050514,4,-0.21434956393827082,0.046132997951724104,0.235532300340598,45,54.5,-0.5336986063945074
HEN.DE,-0.0682666409311343,-0.11349080098855684,3.1,-0.0717749153029332,-0.7076152000666311,0.2127920264050514,4,-0.21434956393827082,0.046132997951724104,0.235532300340598,46,54.5,-0.5336986063945074
SBI.TO,0.2120381737029418,-0.11393690530556796,4.5,-0.09499100979989102,0.7220563265986036,0.2127920264050514,3,0.04619026832722081,0.06847997736626733,0.00029135786760442294,47,9.0,1.7170821734673565
TCBX,-0.0735888842469714,-0.11753559256036332,3.8,-0.14202567888926626,-0.23105802451155288,0.2127920264050514,3,-0.07558845370021532,0.14509371645359628,0.012376023547052957,48,60.0,-0.6516808145825757
0JSU.L,0.1889751193343151,-0.12348659503060115,3.9,-0.07152434375422159,0.24549915104352538,-0.00782637609377231,3,-0.045548640565085695,0.6796724281757729,0.10945666519094628,49,35.0,0.19955885299408724
ITRN,0.059467198648951475,-0.12982687426453493,3.8,-0.09063633112770358,-0.7076152000666311,0.2127920264050514,2,-0.23397923689729486,-0.3504223276108586,0.14771410061713236,50,68.0,-0.8280784678359941
0VL5.L,0.0009225221747454327,-0.13434276737892648,2.4,-0.07978959038743443,0.24549915104352538,0.2127920264050514,4,0.015958722091745103,0.8115005715449144,0.08742439817737303,51,10.0,1.7131342126944684
TXG.TO,-0.016818288878044214,-0.13972387455648647,2.7,-0.0768975014697585,0.24549915104352538,0.2127920264050514,4,0.008595120426488691,0.8115005715449144,0.08742439817737303,52,12.0,1.585245817827783
