source,date,price,marketCap,prev_price,prev_mcap,removal_reason
0QEJ.L,2021-04-01,-2.1369,369412172.43,1.129875,261795988.256,negative_price (-2.1369)
0QEJ.L,2022-01-01,-0.006002906976744186,457885941.825,0.5535572166645012,350787357.47400004,negative_price (-0.0060)
0QEJ.L,2022-04-01,-6.874178571428573,399938794.385,0.5535572166645012,350787357.47400004,negative_price (-6.8742)
0QEJ.L,2022-07-01,-0.0025501996301072827,328539630.575,0.5535572166645012,350787357.47400004,negative_price (-0.0026)
0QEJ.L,2022-10-01,-10.856995341475468,340439647.814,0.5535572166645012,350787357.47400004,negative_price (-10.8570)
0QEJ.L,2023-01-01,-0.011437499668405036,347165808.055,0.5535572166645012,350787357.47400004,negative_price (-0.0114)
0QEJ.L,2023-04-01,-3.4106250000000005,395800075.8,0.5535572166645012,350787357.47400004,negative_price (-3.4106)
0QEJ.L,2023-07-01,-0.014195660285337945,377174189.88,0.5535572166645012,350787357.47400004,negative_price (-0.0142)
0QEJ.L,2023-10-01,-2.0317873655695426,361091093.134,0.5535572166645012,350787357.47400004,negative_price (-2.0318)
0QEJ.L,2024-01-01,-0.01018127767232095,384538280.568,0.5535572166645012,350787357.47400004,negative_price (-0.0102)
0QEJ.L,2024-04-01,-4.470781250000001,417012890.32000005,0.5535572166645012,350787357.47400004,negative_price (-4.4708)
0QEJ.L,2024-07-01,-0.009488283451143732,387004518.56,0.5535572166645012,350787357.47400004,negative_price (-0.0095)
0QEJ.L,2024-10-01,-3.249732004051033,404314483.708,0.5535572166645012,350787357.47400004,negative_price (-3.2497)
0QEJ.L,2025-01-01,-0.004448658231788125,458800000.296,0.5535572166645012,350787357.47400004,negative_price (-0.0044)
0QEJ.L,2025-04-01,-14.981666666666667,522559577.2,0.5535572166645012,350787357.47400004,negative_price (-14.9817)
0QIH.L,2019-07-01,0.0,0.0,,,zero_price
0QIH.L,2019-10-01,0.0,0.0,,,zero_price
0QIH.L,2020-07-01,-0.07841748867086304,160162718.7915,0.09724297221219366,171886757.12,negative_price (-0.0784)
0QIH.L,2020-10-01,-0.4160780562008247,132890429.214,0.09724297221219366,171886757.12,negative_price (-0.4161)
0QIH.L,2021-07-01,-0.000998789983614022,79172712.2605,0.07363646704886814,109926737.72500001,negative_price (-0.0010)
0QIH.L,2022-01-01,20.41379182982293,169831878.74,0.049950457615246614,132215330.80000001,price_mcap_mismatch (price 409x but mcap 1.28x)
0QIH.L,2022-04-01,-0.0,0.0,0.049950457615246614,132215330.80000001,zero_price
0QIH.L,2022-07-01,-0.0,0.0,0.049950457615246614,132215330.80000001,zero_price
0QIH.L,2022-10-01,-0.0,0.0,0.049950457615246614,132215330.80000001,zero_price
0QIH.L,2023-01-01,-0.0023303845215166623,28280998.180999998,0.049950457615246614,132215330.80000001,negative_price (-0.0023)
0QIH.L,2023-04-01,-0.01981702431349869,41447889.137399994,0.049950457615246614,132215330.80000001,negative_price (-0.0198)
0QIH.L,2024-07-01,-0.0,0.0,0.567479696399106,90342639.576,zero_price
0QIH.L,2024-10-01,-0.0,0.0,0.567479696399106,90342639.576,zero_price
