source,verdict,dollarVolume_usd,dollarVolume_basis,floor_usd
0G15.L,ejected_below_floor,283.270736,2026-08-21|EUR,1000000.0
NODK,ejected_below_floor,387616.79,2026-08-21|USD,1000000.0
383800.KS,ejected_below_floor,833245.9538908736,2026-08-21|KRW,1000000.0
KLARA-B.ST,ejected_below_floor,352106.770512,2026-08-21|SEK,1000000.0
0TIQ.L,ejected_below_floor,236295.56,2026-08-21|USD,1000000.0
BEN.PA,ejected_below_floor,469621.3346864001,2026-08-21|EUR,1000000.0
ALNG.OL,ejected_below_floor,56295.42898559999,2026-08-21|NOK,1000000.0
AGES-B.ST,ejected_below_floor,2140.31944,2026-08-21|SEK,1000000.0
ENL.DE,ejected_below_floor,199637.65663744,2026-08-21|EUR,1000000.0
SWP.TO,ejected_below_floor,17470.775952,2026-08-21|CAD,1000000.0
0IMT.L,ejected_below_floor,16047.568372,2026-08-21|NOK,1000000.0
JCQ.PA,ejected_below_floor,97671.58744,2026-08-21|EUR,1000000.0
49GP.L,ejected_below_floor,129.598854,2026-08-21|GBp,1000000.0
50GP.L,ejected_below_floor,652.801751,2026-08-21|GBp,1000000.0
HAI.TO,ejected_below_floor,160019.79830549998,2026-08-21|CAD,1000000.0
CFEB.BR,ejected_below_floor,65141.717648000005,2026-08-21|EUR,1000000.0
0RPS.L,ejected_below_floor,155317.19770000002,2026-08-21|SEK,1000000.0
0QV6.L,ejected_below_floor,36156.112288704004,2026-08-21|EUR,1000000.0
AZT.OL,ejected_below_floor,74560.41008,2026-08-21|NOK,1000000.0
105630.KS,ejected_below_floor,504934.9898504184,2026-08-21|KRW,1000000.0
0G67.L,ejected_below_floor,47072.9929824,2026-08-21|NOK,1000000.0
0IFJ.L,ejected_below_floor,317248.1,2026-08-21|USD,1000000.0
0QYK.L,ejected_below_floor,376468.9,2026-08-21|USD,1000000.0
CTM.ST,ejected_below_floor,67115.52722,2026-08-21|SEK,1000000.0
E.TO,ejected_below_floor,150726.0805155,2026-08-21|CAD,1000000.0
HWO.TO,ejected_below_floor,2994.6223664999998,2026-08-21|CAD,1000000.0
QRC.TO,ejected_below_floor,53005.994999999995,2026-08-21|CAD,1000000.0
HWK.AS,ejected_below_floor,1173.9444288,2026-08-21|EUR,1000000.0
JOMA.ST,ejected_below_floor,190045.72881000003,2026-08-21|SEK,1000000.0
CRLO.PA,ejected_below_floor,90374.61212800001,2026-08-21|EUR,1000000.0
CVS.DE,ejected_below_floor,33613.2788992,2026-08-21|EUR,1000000.0
CEK.DE,ejected_below_floor,198014.94086400003,2026-08-21|EUR,1000000.0
CUP-U.TO,ejected_below_floor,36999.9,2026-08-21|USD,1000000.0
SMJ.L,ejected_below_floor,6419.409065999999,2026-08-21|GBp,1000000.0
ELAN-B.ST,ejected_below_floor,51063.59034,2026-08-21|SEK,1000000.0
LORD.L,ejected_below_floor,30304.785943249997,2026-08-21|GBp,1000000.0
0KET.L,ejected_below_floor,566868.75,2026-08-21|USD,1000000.0
PIF.TO,ejected_below_floor,449155.8108648,2026-08-21|CAD,1000000.0
CDMIL.ST,ejected_below_floor,3016.7732,2026-08-21|SEK,1000000.0
ATIC.ST,ejected_below_floor,61811.142120000004,2026-08-21|SEK,1000000.0
M7U.DE,ejected_below_floor,675764.6614880001,2026-08-21|EUR,1000000.0
LOCAL.PA,ejected_below_floor,60366.478027200006,2026-08-21|EUR,1000000.0
ARR.OL,ejected_below_floor,197132.7528144,2026-08-21|NOK,1000000.0
010660.KS,ejected_below_floor,622952.0907993768,2026-08-21|KRW,1000000.0
AKAST.OL,ejected_below_floor,468066.62043480005,2026-08-21|NOK,1000000.0
XPLRA.OL,ejected_below_floor,460960.11913,2026-08-21|NOK,1000000.0
0GN6.L,ejected_below_floor,374953.51859200007,2026-08-21|EUR,1000000.0
0R7T.L,ejected_below_floor,8443.160832,2026-08-21|EUR,1000000.0
TINC.BR,ejected_below_floor,183557.34979200002,2026-08-21|EUR,1000000.0
NOTEK.ST,ejected_below_floor,2024.530795,2026-08-21|SEK,1000000.0
HAW.DE,ejected_below_floor,32196.043984,2026-08-21|EUR,1000000.0
0L5A.L,ejected_below_floor,522348.28700000007,2026-08-21|USD,1000000.0
118000.KS,ejected_below_floor,48173.82556519526,2026-08-21|KRW,1000000.0
003610.KS,ejected_below_floor,467322.0781794656,2026-08-21|KRW,1000000.0
0KGY.L,ejected_below_floor,4163.32224,2026-08-21|SEK,1000000.0
012320.KS,ejected_below_floor,383805.406928475,2026-08-21|KRW,1000000.0
0H38.L,ejected_below_floor,6953.367057,2026-08-21|SEK,1000000.0
DUNI.ST,ejected_below_floor,438213.59218,2026-08-21|SEK,1000000.0
AENT,ejected_below_floor,93454.98,2026-08-21|USD,1000000.0
ROOT.TO,ejected_below_floor,37375.28430299999,2026-08-21|CAD,1000000.0
VO2.ST,ejected_below_floor,2056.267199,2026-08-21|SEK,1000000.0
000215.KS,ejected_below_floor,63634.324314512,2026-08-21|KRW,1000000.0
NGS.ST,ejected_below_floor,2614.042739,2026-08-21|SEK,1000000.0
TVRB.PA,ejected_below_floor,2337.59232,2026-08-21|EUR,1000000.0
CLIQ.DE,ejected_below_floor,25751.118753600003,2026-08-21|EUR,1000000.0
LITI.ST,ejected_below_floor,21627.976545,2026-08-21|SEK,1000000.0
NP3.ST,ejected_below_floor,844412.2785,2026-08-21|SEK,1000000.0
VEFAB.ST,ejected_below_floor,201442.68826919998,2026-08-21|SEK,1000000.0
HNK1.DE,ejected_below_floor,49194.25932800001,2026-08-21|EUR,1000000.0
B7E.DE,ejected_below_floor,21453.43904,2026-08-21|EUR,1000000.0
ALNN6.PA,ejected_below_floor,24192.515160000003,2026-08-21|EUR,1000000.0
PEO.DE,ejected_below_floor,1264.6768688000002,2026-08-21|EUR,1000000.0
JDC.DE,ejected_below_floor,171910.4352,2026-08-21|EUR,1000000.0
A6T.DE,ejected_below_floor,2888.3179392,2026-08-21|EUR,1000000.0
271980.KS,ejected_below_floor,307975.73222262843,2026-08-21|KRW,1000000.0
SCT.LS,ejected_below_floor,1669.7088,2026-08-21|EUR,1000000.0
PRFO.ST,ejected_below_floor,22833.79406,2026-08-21|SEK,1000000.0
0R43.L,ejected_below_floor,120709.3104,2026-08-21|SEK,1000000.0
DBAN.DE,ejected_below_floor,258481.93768000006,2026-08-21|EUR,1000000.0
KOF.PA,ejected_below_floor,920842.6639200001,2026-08-21|EUR,1000000.0
QAIR.ST,ejected_below_floor,14016.433725,2026-08-21|SEK,1000000.0
HMU.DE,ejected_below_floor,21814.165712,2026-08-21|EUR,1000000.0
ALPCOT-B.ST,ejected_below_floor,2342.089876,2026-08-21|SEK,1000000.0
AVEN.ST,ejected_below_floor,32136.0816,2026-08-21|SEK,1000000.0
MDO.DE,ejected_below_floor,744514.8053760001,2026-08-21|EUR,1000000.0
ALEMV.PA,ejected_below_floor,1894.8296080000002,2026-08-21|EUR,1000000.0
INS.DE,ejected_below_floor,63364.17348800001,2026-08-21|EUR,1000000.0
ALPRG.PA,ejected_below_floor,70037.24355456,2026-08-21|EUR,1000000.0
DC-A.TO,ejected_below_floor,601968.7049507999,2026-08-21|CAD,1000000.0
HEBA-B.ST,ejected_below_floor,283713.83530000004,2026-08-21|SEK,1000000.0
RAIL.ST,ejected_below_floor,64295.26565,2026-08-21|SEK,1000000.0
KVIKA.IC,ejected_below_floor,436324.4299189,2026-08-21|ISK,1000000.0
KID.OL,ejected_below_floor,448205.66697599995,2026-08-21|NOK,1000000.0
UEIC,ejected_below_floor,261851.49999999997,2026-08-21|USD,1000000.0
CAT31.PA,ejected_below_floor,151665.21600000001,2026-08-21|EUR,1000000.0
TRIAN-B.ST,ejected_below_floor,114000.39021000003,2026-08-21|SEK,1000000.0
0MUF.L,ejected_below_floor,17214.349872,2026-08-21|EUR,1000000.0
HELG.OL,ejected_below_floor,41699.87952,2026-08-21|NOK,1000000.0
HLE.DE,ejected_below_floor,481341.68168000004,2026-08-21|EUR,1000000.0
FG.ST,ejected_below_floor,149817.487904,2026-08-21|SEK,1000000.0
ALHOP.PA,ejected_below_floor,16908.584448,2026-08-21|EUR,1000000.0
CRBP2.PA,ejected_below_floor,382004.1190944001,2026-08-21|EUR,1000000.0
ALSAS.PA,ejected_below_floor,3227.8949664000006,2026-08-21|EUR,1000000.0
FEC.TO,ejected_below_floor,570501.72126,2026-08-21|CAD,1000000.0
CTEK.ST,ejected_below_floor,87811.029432,2026-08-21|SEK,1000000.0
HTFC,ejected_below_floor,71114.56,2026-08-21|USD,1000000.0
KMR.L,ejected_below_floor,287016.77235,2026-08-21|GBp,1000000.0
0L98.L,ejected_below_floor,28940.52,2026-08-21|USD,1000000.0
WIB.DE,ejected_below_floor,69378.7660608,2026-08-21|EUR,1000000.0
HAMP.IC,ejected_below_floor,125822.899516,2026-08-21|ISK,1000000.0
ALRGR.PA,ejected_below_floor,1572.3091200000001,2026-08-21|EUR,1000000.0
0IJN.L,ejected_below_floor,207669.88,2026-08-21|USD,1000000.0
010040.KS,ejected_below_floor,58884.9907303077,2026-08-21|KRW,1000000.0
0RKL.L,ejected_below_floor,286428.3471,2026-08-21|SEK,1000000.0
KOA.OL,ejected_below_floor,374011.87637528003,2026-08-21|NOK,1000000.0
SIEB,ejected_below_floor,151539.49999999997,2026-08-21|USD,1000000.0
000540.KS,ejected_below_floor,251973.168549942,2026-08-21|KRW,1000000.0
000545.KS,ejected_below_floor,6346.3824249021,2026-08-21|KRW,1000000.0
0W1Q.L,ejected_below_floor,475.0553440000001,2026-08-21|EUR,1000000.0
93M1.DE,ejected_below_floor,90897.09184000001,2026-08-21|EUR,1000000.0
ACAN.PA,ejected_below_floor,1979.44210144,2026-08-21|EUR,1000000.0
000070.KS,ejected_below_floor,459733.725499636,2026-08-21|KRW,1000000.0
036630.KQ,ejected_below_floor,465534.3984667404,2026-08-21|KRW,1000000.0
CRRX.TO,ejected_below_floor,56615.2056522,2026-08-21|CAD,1000000.0
MPC.TO,ejected_below_floor,2961.8235548999996,2026-08-21|CAD,1000000.0
STE-A.ST,ejected_below_floor,27963.195050000002,2026-08-21|SEK,1000000.0
0N5I.L,ejected_below_floor,98725.707072,2026-08-21|EUR,1000000.0
HVO.L,ejected_below_floor,117180.15079883,2026-08-21|GBp,1000000.0
272550.KS,ejected_below_floor,226388.909043115,2026-08-21|KRW,1000000.0
NCB.DE,ejected_below_floor,114841.66683840001,2026-08-21|EUR,1000000.0
SKMO.ST,ejected_below_floor,1348.8076,2026-08-21|SEK,1000000.0
0IPT.L,ejected_below_floor,5435.6337,2026-08-21|NOK,1000000.0
0P49.L,ejected_below_floor,12003.594960000002,2026-08-21|SEK,1000000.0
BULTEN.ST,ejected_below_floor,278866.0756,2026-08-21|SEK,1000000.0
FRACTL.ST,ejected_below_floor,30485.504896000006,2026-08-21|SEK,1000000.0
CALVIK.ST,ejected_below_floor,35782.91024,2026-08-21|SEK,1000000.0
FAG.ST,ejected_below_floor,409740.0280260001,2026-08-21|SEK,1000000.0
090080.KS,ejected_below_floor,193643.40935285375,2026-08-21|KRW,1000000.0
0JQR.L,ejected_below_floor,306583.56,2026-08-21|USD,1000000.0
0RCW.L,ejected_below_floor,33919.04024,2026-08-21|NOK,1000000.0
PAE.DE,ejected_below_floor,1952.167872,2026-08-21|EUR,1000000.0
0OA4.L,ejected_below_floor,774705.9233280001,2026-08-21|EUR,1000000.0
CRAP.PA,ejected_below_floor,42741.57690880001,2026-08-21|EUR,1000000.0
IMMOU.BR,ejected_below_floor,5060.8409919999995,2026-08-21|EUR,1000000.0
NGL0.DE,ejected_below_floor,533981.164808,2026-08-21|EUR,1000000.0
FDE.PA,ejected_below_floor,738659.3453280001,2026-08-21|EUR,1000000.0
0QZP.L,ejected_below_floor,64217.217279599994,2026-08-21|CAD,1000000.0
PRIC-B.ST,ejected_below_floor,89103.5943,2026-08-21|SEK,1000000.0
SAGA.OL,ejected_below_floor,31280.5430208,2026-08-21|NOK,1000000.0
YU.L,ejected_below_floor,392498.457792,2026-08-21|GBp,1000000.0
ONTEX.BR,ejected_below_floor,692255.7955456,2026-08-21|EUR,1000000.0
VRV.DE,ejected_below_floor,197248.4053824,2026-08-21|EUR,1000000.0
E3X1.DE,ejected_below_floor,21555.4768,2026-08-21|EUR,1000000.0
RTC.DE,ejected_below_floor,830.8656512000001,2026-08-21|EUR,1000000.0
PLAZ-B.ST,ejected_below_floor,956309.0733,2026-08-21|SEK,1000000.0
SAGA-A.ST,ejected_below_floor,28843.38275,2026-08-21|SEK,1000000.0
0K2K.L,ejected_below_floor,18955.97,2026-08-21|USD,1000000.0
SOLNA.ST,ejected_below_floor,60377.8098,2026-08-21|SEK,1000000.0
ESOZ.L,ejected_below_floor,1697.785614,2026-08-21|GBp,1000000.0
LUC.TO,ejected_below_floor,72345.394539,2026-08-21|CAD,1000000.0
000390.KS,ejected_below_floor,615156.5816324579,2026-08-21|KRW,1000000.0
ASY.PA,ejected_below_floor,155557.49273600004,2026-08-21|EUR,1000000.0
100220.KS,ejected_below_floor,244639.55360145,2026-08-21|KRW,1000000.0
ALHYP.PA,ejected_below_floor,16070.761676800003,2026-08-21|EUR,1000000.0
HAYPP.ST,ejected_below_floor,543332.13858,2026-08-21|SEK,1000000.0
0OA7.L,ejected_below_floor,81908.95660800001,2026-08-21|EUR,1000000.0
035200.KQ,ejected_below_floor,91893.05323821,2026-08-21|KRW,1000000.0
0RDI.L,ejected_below_floor,151058.5244,2026-08-21|SEK,1000000.0
ADS.OL,ejected_below_floor,2786.41205,2026-08-21|NOK,1000000.0
IDUN-B.ST,ejected_below_floor,424102.88690000004,2026-08-21|SEK,1000000.0
ALVDM.PA,ejected_below_floor,759896.6498400001,2026-08-21|EUR,1000000.0
SGL.DE,ejected_below_floor,933894.7428240001,2026-08-21|EUR,1000000.0
0IC9.L,ejected_below_floor,620301.78,2026-08-21|USD,1000000.0
0JQQ.L,ejected_below_floor,668364.2000000001,2026-08-21|USD,1000000.0
ALPJT.PA,ejected_below_floor,51162.7532416,2026-08-21|EUR,1000000.0
GDEV,ejected_below_floor,66778.125,2026-08-21|USD,1000000.0
000725.KS,ejected_below_floor,197358.741976025,2026-08-21|KRW,1000000.0
ADN1.DE,ejected_below_floor,930824.39184,2026-08-21|EUR,1000000.0
PSM.DE,ejected_below_floor,819631.85966976,2026-08-21|EUR,1000000.0
045510.KQ,ejected_below_floor,126452.34733725902,2026-08-21|KRW,1000000.0
LINV.L,ejected_below_floor,105253.0524794,2026-08-21|GBp,1000000.0
ALMLB.PA,ejected_below_floor,4829.168896000001,2026-08-21|EUR,1000000.0
EWRK.ST,ejected_below_floor,49402.07048,2026-08-21|SEK,1000000.0
KOSS,ejected_below_floor,71685.59999999999,2026-08-21|USD,1000000.0
SGA,ejected_below_floor,155220.6,2026-08-21|USD,1000000.0
TAP-A,ejected_below_floor,4884.0,2026-08-21|USD,1000000.0
372170.KQ,ejected_below_floor,353491.0269588775,2026-08-21|KRW,1000000.0
MMB.PA,ejected_below_floor,449257.2299008001,2026-08-21|EUR,1000000.0
0HW0.L,ejected_below_floor,19104.40628,2026-08-21|NOK,1000000.0
CTT.ST,ejected_below_floor,166808.17902,2026-08-21|SEK,1000000.0
ETL.L,ejected_below_floor,479318.4352320001,2026-08-21|EUR,1000000.0
HUSQ-A.ST,ejected_below_floor,71882.79861,2026-08-21|SEK,1000000.0
GIMB.BR,ejected_below_floor,898646.8422000001,2026-08-21|EUR,1000000.0
ALGEN.PA,ejected_below_floor,22847.877792,2026-08-21|EUR,1000000.0
EAS2P.AS,ejected_below_floor,6507.685409920001,2026-08-21|EUR,1000000.0
SPEL.PA,ejected_below_floor,285.763704,2026-08-21|EUR,1000000.0
BOR.OL,ejected_below_floor,10740.534595,2026-08-21|NOK,1000000.0
200130.KQ,ejected_below_floor,711459.2793026082,2026-08-21|KRW,1000000.0
LIVE,ejected_below_floor,102724.81199999999,2026-08-21|USD,1000000.0
0Z62.L,ejected_below_floor,894875.3957,2026-08-21|USD,1000000.0
MDP.TO,ejected_below_floor,172352.01444479998,2026-08-21|CAD,1000000.0
UNB,ejected_below_floor,344472.41,2026-08-21|USD,1000000.0
ALBOA.PA,ejected_below_floor,8084.1734400000005,2026-08-21|EUR,1000000.0
QRF.BR,ejected_below_floor,44279.865712,2026-08-21|EUR,1000000.0
TF.TO,ejected_below_floor,845111.7618102,2026-08-21|CAD,1000000.0
FRS.DE,ejected_below_floor,3687.3431712,2026-08-21|EUR,1000000.0
058650.KS,ejected_below_floor,384768.61212545,2026-08-21|KRW,1000000.0
0CX9.L,ejected_below_floor,1004.0515584000001,2026-08-21|EUR,1000000.0
GEO.TO,ejected_below_floor,27518.491400399995,2026-08-21|CAD,1000000.0
0ZQ7.L,ejected_below_floor,101264.82396800003,2026-08-21|EUR,1000000.0
LSX.DE,ejected_below_floor,5285.764681600001,2026-08-21|EUR,1000000.0
MRK.L,ejected_below_floor,19178.294362499997,2026-08-21|GBp,1000000.0
ALHRG.PA,ejected_below_floor,15437.849280000002,2026-08-21|EUR,1000000.0
SABE.PA,ejected_below_floor,2342.2304000000004,2026-08-21|EUR,1000000.0
CVVY.TO,ejected_below_floor,765509.7383802,2026-08-21|CAD,1000000.0
BBROOM.ST,ejected_below_floor,19209.890560000003,2026-08-21|SEK,1000000.0
SKUE.OL,ejected_below_floor,41046.40306,2026-08-21|NOK,1000000.0
ENTRA.OL,ejected_below_floor,645608.3333279999,2026-08-21|NOK,1000000.0
CMO.PA,ejected_below_floor,138354.39020800003,2026-08-21|EUR,1000000.0
TORO,ejected_below_floor,216641.04,2026-08-21|USD,1000000.0
TTK.DE,ejected_below_floor,38535.081848,2026-08-21|EUR,1000000.0
ALDLS.PA,ejected_below_floor,2791.5444,2026-08-21|EUR,1000000.0
NORB-B.ST,ejected_below_floor,23513.30856,2026-08-21|SEK,1000000.0
026890.KS,ejected_below_floor,562050.80751757,2026-08-21|KRW,1000000.0
CCC.ST,ejected_below_floor,19154.084845000005,2026-08-21|SEK,1000000.0
ARAMI.PA,ejected_below_floor,222921.89427200003,2026-08-21|EUR,1000000.0
0JZU.L,ejected_below_floor,344964.0,2026-08-21|USD,1000000.0
PMG.L,ejected_below_floor,34660.482223499996,2026-08-21|GBp,1000000.0
GZF.DE,ejected_below_floor,174587.9871888,2026-08-21|EUR,1000000.0
221840.KQ,ejected_below_floor,30232.2180200544,2026-08-21|KRW,1000000.0
096240.KQ,ejected_below_floor,195971.9595552642,2026-08-21|KRW,1000000.0
014990.KS,ejected_below_floor,441829.3905360909,2026-08-21|KRW,1000000.0
SSBI,ejected_below_floor,65328.799999999996,2026-08-21|USD,1000000.0
ALLDL.PA,ejected_below_floor,80525.881152,2026-08-21|EUR,1000000.0
MBWS.PA,ejected_below_floor,15312.621120000002,2026-08-21|EUR,1000000.0
VOLO.ST,ejected_below_floor,268039.2141,2026-08-21|SEK,1000000.0
AXS.AS,ejected_below_floor,112135.25439680001,2026-08-21|EUR,1000000.0
TRIBO-B.ST,ejected_below_floor,8741.2482444,2026-08-21|SEK,1000000.0
NWT.DE,ejected_below_floor,19328.270783999997,2026-08-21|EUR,1000000.0
002600.KS,ejected_below_floor,6729.180927343,2026-08-21|KRW,1000000.0
006060.KS,ejected_below_floor,160224.322970712,2026-08-21|KRW,1000000.0
ULC.DE,ejected_below_floor,3284.2244480000004,2026-08-21|EUR,1000000.0
HTG.DE,ejected_below_floor,99793.11480320002,2026-08-21|EUR,1000000.0
DXRX.L,ejected_below_floor,505787.87155959994,2026-08-21|GBp,1000000.0
008260.KS,ejected_below_floor,279926.76353541797,2026-08-21|KRW,1000000.0
RHK.DE,ejected_below_floor,93849.461664,2026-08-21|EUR,1000000.0
GDHG,ejected_below_floor,520087.1648,2026-08-21|USD,1000000.0
CRSU.PA,ejected_below_floor,72701.90400000001,2026-08-21|EUR,1000000.0
0OPA.L,ejected_below_floor,2722.3210560000007,2026-08-21|EUR,1000000.0
VIB3.DE,ejected_below_floor,73449.79440000001,2026-08-21|EUR,1000000.0
0N9V.L,ejected_below_floor,92880.334848,2026-08-21|EUR,1000000.0
MXHN.DE,ejected_below_floor,5089.597088,2026-08-21|EUR,1000000.0
FSZ.TO,ejected_below_floor,902422.9181475,2026-08-21|CAD,1000000.0
ORIO,ejected_below_floor,34751.3166,2026-08-21|USD,1000000.0
HAV-B.ST,ejected_below_floor,6559.75033,2026-08-21|SEK,1000000.0
011700.KS,ejected_below_floor,482524.2092430389,2026-08-21|KRW,1000000.0
0HUR.L,ejected_below_floor,60935.200000000004,2026-08-21|USD,1000000.0
CARA.ST,ejected_below_floor,271078.281425,2026-08-21|SEK,1000000.0
NCC-A.ST,ejected_below_floor,56135.0944,2026-08-21|SEK,1000000.0
ZIL2.DE,ejected_below_floor,154395.8856,2026-08-21|EUR,1000000.0
DWD.DE,ejected_below_floor,117962.723632,2026-08-21|EUR,1000000.0
005320.KS,ejected_below_floor,117170.799365875,2026-08-21|KRW,1000000.0
0HQ1.L,ejected_below_floor,2934.06,2026-08-21|USD,1000000.0
0RUM.L,ejected_below_floor,109627.10828000001,2026-08-21|EUR,1000000.0
AEIN.DE,ejected_below_floor,162852.26496,2026-08-21|EUR,1000000.0
VVL.OL,ejected_below_floor,13097.82472,2026-08-21|NOK,1000000.0
024070.KS,ejected_below_floor,60468.16504624,2026-08-21|KRW,1000000.0
GME.DE,ejected_below_floor,1177.2374656000002,2026-08-21|EUR,1000000.0
ANNE-B.ST,ejected_below_floor,115458.01400000001,2026-08-21|SEK,1000000.0
ALBON.PA,ejected_below_floor,30388.700160000004,2026-08-21|EUR,1000000.0
034120.KS,ejected_below_floor,149738.022701883,2026-08-21|KRW,1000000.0
0QAG.L,ejected_below_floor,179505.2912,2026-08-21|EUR,1000000.0
019170.KS,ejected_below_floor,539212.1890055712,2026-08-21|KRW,1000000.0
019175.KS,ejected_below_floor,26207.0982125337,2026-08-21|KRW,1000000.0
AEP.DE,ejected_below_floor,13106.402416000003,2026-08-21|EUR,1000000.0
DAM.DE,ejected_below_floor,10250.620608000001,2026-08-21|EUR,1000000.0
BNJ.AS,ejected_below_floor,157089.75203519998,2026-08-21|EUR,1000000.0
200880.KS,ejected_below_floor,703284.8317372514,2026-08-21|KRW,1000000.0
XTG.TO,ejected_below_floor,22715.0088048,2026-08-21|CAD,1000000.0
095570.KS,ejected_below_floor,561678.853722413,2026-08-21|KRW,1000000.0
ALLLN.PA,ejected_below_floor,2243.1610112000003,2026-08-21|EUR,1000000.0
AURE.PA,ejected_below_floor,3274.2989568000003,2026-08-21|EUR,1000000.0
NAE.PA,ejected_below_floor,613288.4484160001,2026-08-21|EUR,1000000.0
A7A.DE,ejected_below_floor,119402.267712,2026-08-21|EUR,1000000.0
SCE.DE,ejected_below_floor,17519.558726400002,2026-08-21|EUR,1000000.0
SKAGI.IC,ejected_below_floor,335757.247387,2026-08-21|ISK,1000000.0
0QVE.L,ejected_below_floor,670.8054500000001,2026-08-21|SEK,1000000.0
EXL.DE,ejected_below_floor,18016.157952,2026-08-21|EUR,1000000.0
PAR.PA,ejected_below_floor,5710.636,2026-08-21|EUR,1000000.0
KENDR.AS,ejected_below_floor,397405.51306560007,2026-08-21|EUR,1000000.0
PHO.OL,ejected_below_floor,390002.93988,2026-08-21|NOK,1000000.0
0RQH.L,ejected_below_floor,21563.556693,2026-08-21|SEK,1000000.0
SAFETY-B.ST,ejected_below_floor,27286.377748,2026-08-21|SEK,1000000.0
SEAF.ST,ejected_below_floor,23572.634400000003,2026-08-21|SEK,1000000.0
023800.KS,ejected_below_floor,267445.5360265857,2026-08-21|KRW,1000000.0
BBZA.DE,ejected_below_floor,575733.5668,2026-08-21|EUR,1000000.0
D6H0.DE,ejected_below_floor,95344.4308,2026-08-21|EUR,1000000.0
CRAV.PA,ejected_below_floor,98507.85645440001,2026-08-21|EUR,1000000.0
0RWM.L,ejected_below_floor,44756.405241600005,2026-08-21|EUR,1000000.0
WMT.DE,ejected_below_floor,473930.4704576,2026-08-21|EUR,1000000.0
AQNB,ejected_below_floor,650978.7999999999,2026-08-21|USD,1000000.0
0L9F.L,ejected_below_floor,37129.6,2026-08-21|USD,1000000.0
ALDMS.PA,ejected_below_floor,12020.048128,2026-08-21|EUR,1000000.0
035600.KQ,ejected_below_floor,569481.8718841,2026-08-21|KRW,1000000.0
ALMUN.PA,ejected_below_floor,2535.0411832,2026-08-21|EUR,1000000.0
MOTR.L,ejected_below_floor,237221.92690139997,2026-08-21|GBp,1000000.0
0W19.L,ejected_below_floor,59194.65552000001,2026-08-21|EUR,1000000.0
000760.KS,ejected_below_floor,13857.04504926,2026-08-21|KRW,1000000.0
001500.KS,ejected_below_floor,920344.350097312,2026-08-21|KRW,1000000.0
MVV1.DE,ejected_below_floor,10751.069440000001,2026-08-21|EUR,1000000.0
ADE.DE,ejected_below_floor,370909.112832,2026-08-21|EUR,1000000.0
BIKE.DE,ejected_below_floor,23634.635302400002,2026-08-21|EUR,1000000.0
MTEX,ejected_below_floor,76307.68000000001,2026-08-21|USD,1000000.0
0JSZ.L,ejected_below_floor,3143.7000000000003,2026-08-21|USD,1000000.0
QIIWI.ST,ejected_below_floor,12427.098852000001,2026-08-21|SEK,1000000.0
0QS4.L,ejected_below_floor,4573.13094,2026-08-21|CHF,1000000.0
INEA.PA,ejected_below_floor,15345.319584000003,2026-08-21|EUR,1000000.0
MRL.LS,ejected_below_floor,8124.431974400001,2026-08-21|EUR,1000000.0
BHG.ST,ejected_below_floor,728300.4140580001,2026-08-21|SEK,1000000.0
0NLY.L,ejected_below_floor,878056.0280640002,2026-08-21|EUR,1000000.0
UN0.DE,ejected_below_floor,234882.34307200002,2026-08-21|EUR,1000000.0
TPX-B.TO,ejected_below_floor,27853.027739999998,2026-08-21|CAD,1000000.0
AXS.L,ejected_below_floor,65100.74094999999,2026-08-21|GBp,1000000.0
BOSC,ejected_below_floor,209928.90000000002,2026-08-21|USD,1000000.0
TRVC.DE,ejected_below_floor,150339.8382592,2026-08-21|EUR,1000000.0
FOI-B.ST,ejected_below_floor,82520.07400000001,2026-08-21|SEK,1000000.0
GAM.PA,ejected_below_floor,21782.742720000002,2026-08-21|EUR,1000000.0
ALU10.PA,ejected_below_floor,6720.867800000001,2026-08-21|EUR,1000000.0
ALWIT.PA,ejected_below_floor,30895.178496,2026-08-21|EUR,1000000.0
GVC.TO,ejected_below_floor,3287.4390216,2026-08-21|CAD,1000000.0
SNC.LS,ejected_below_floor,12359.8570592,2026-08-21|EUR,1000000.0
0G68.L,ejected_below_floor,11668.8063296,2026-08-21|EUR,1000000.0
100130.KQ,ejected_below_floor,310164.18104273226,2026-08-21|KRW,1000000.0
CHECK.ST,ejected_below_floor,5946.551856000001,2026-08-21|SEK,1000000.0
095720.KS,ejected_below_floor,61735.60834597975,2026-08-21|KRW,1000000.0
0R25.L,ejected_below_floor,15567.09,2026-08-21|USD,1000000.0
SOFT.BR,ejected_below_floor,212.4936352,2026-08-21|EUR,1000000.0
KONT.ST,ejected_below_floor,4904.109861,2026-08-21|SEK,1000000.0
PORF.AS,ejected_below_floor,1808.1554880000003,2026-08-21|EUR,1000000.0
A1OS.DE,ejected_below_floor,931949.1262400001,2026-08-21|EUR,1000000.0
RAW.DE,ejected_below_floor,235230.83680800002,2026-08-21|EUR,1000000.0
0KIT.L,ejected_below_floor,324735.88,2026-08-21|USD,1000000.0
0RL4.L,ejected_below_floor,2341.3264,2026-08-21|SEK,1000000.0
MTEC.L,ejected_below_floor,338032.92449114996,2026-08-21|GBp,1000000.0
0UGP.L,ejected_below_floor,717.2901054,2026-08-21|CAD,1000000.0
SFC.TO,ejected_below_floor,503771.89000679995,2026-08-21|CAD,1000000.0
CCN.PA,ejected_below_floor,87740.8784,2026-08-21|EUR,1000000.0
