dropped,survivor,name,orig_sector,propagated_sector,issuer_group,non_canonical_tag,dropped_price,dropped_shares,dropped_marketCap,decided_by,dropped_vol_t,survivor_vol_t,dropped_isin_t,survivor_isin_t,dropped_volAvg,dropped_volAvg_asof,survivor_volAvg,survivor_volAvg_asof
CRECU,CREC,,,,CREC|CRECU,symbol-extension,11.46,17395000.0,199346700.0,canonicity,0,0,0,0,,not-captured,,not-captured
CRON.TO,CRON,Cronos Group Inc.,Healthcare,Healthcare,CRON|CRON.TO,,2.7597,373609102.0,1031041566.6074,shares,0,0,0,0,167769.0,2026-08-21,1153885.0,2026-08-21
CSLMW,CSLMR,,,,CSLMR|CSLMW,,11.5,3528000.0,40572000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
CSSEN,CSSE,,,,CSSE|CSSEN|CSSEP,symbol-extension,0.1524,32388222.0,4935965.0328,canonicity,0,0,0,0,,not-captured,,not-captured
CSSEP,CSSE,,,,CSSE|CSSEN|CSSEP,symbol-extension,0.1524,32388222.0,4935965.0328,canonicity,0,0,0,0,,not-captured,,not-captured
CSTA-UN,CSTA,,,,CSTA|CSTA-UN,,11.05,12223000.0,135064150.0,punctuation,0,0,0,0,,not-captured,,not-captured
CSW-B.TO,CSW-A.TO,Corby Spirit and Wine Limited,Consumer Defensive,Consumer Defensive,CSW-A.TO|CSW-B.TO,,15.82,29436363.0,465683262.66,volavg_raw,0,0,0,0,5290.0,2026-08-21,17126.0,2026-08-21
CTAQU,CTAQ,,,,CTAQ|CTAQU|CTAQW,symbol-extension,9.96,51213000.0,510081480.0,canonicity,0,0,0,0,,not-captured,,not-captured
CTAQW,CTAQ,,,,CTAQ|CTAQU|CTAQW,symbol-extension,9.96,51213000.0,510081480.0,canonicity,0,0,0,0,,not-captured,,not-captured
CTC.TO,CTC-A.TO,"Canadian Tire Corporation, Limited",Consumer Cyclical,Consumer Cyclical,CTC-A.TO|CTC.TO,,197.97,52578003.0,10408867253.91,volavg,1,0,0,0,379.0,2026-08-21,189012.0,2026-08-21
CVE.TO,CVE,Cenovus Energy Inc.,Energy,Energy,CVE|CVE.TO,,35.19,1860129000.0,65457939510.0,punctuation,0,0,0,0,5547987.0,2026-08-21,7702987.0,2026-08-21
CVIIU,CVII,,,,CVII|CVIIU,symbol-extension,10.77,91564000.0,986144280.0,canonicity,0,0,0,0,,not-captured,,not-captured
CXAC-UN,CXAC,,,,CXAC|CXAC-UN,,10.44,35937500.0,375187500.0,punctuation,0,0,0,0,,not-captured,,not-captured
CYCCP,CYCC,,,,CYCC|CYCCP,symbol-extension,6.02,8967.0,53981.34,canonicity,0,0,0,0,,not-captured,,not-captured
CYTHW,CYTH,,,,CYTH|CYTHW,symbol-extension,0.789,28729641.0,22667686.749,canonicity,0,0,0,0,,not-captured,,not-captured
DATSW,DATS,,,,DATS|DATSW,symbol-extension,2.54,4209329.0,10691695.66,canonicity,0,0,0,0,,not-captured,,not-captured
DCBO.TO,DCBO,Docebo Inc.,Technology,Technology,DCBO|DCBO.TO,,17.9,25455554.0,455654416.6,punctuation,0,0,0,0,82711.0,2026-08-21,98032.0,2026-08-21
DCP-PB,DCP,,,,DCP|DCP-PB,preferred-suffix,41.72,208600000.0,8702792000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DCRDU,DCRD,,,,DCRD|DCRDU|DCRDW,symbol-extension,10.04,31625000.0,317515000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DCRDW,DCRD,,,,DCRD|DCRDU|DCRDW,symbol-extension,10.04,31625000.0,317515000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DECAW,DECA,,,,DECA|DECAW,symbol-extension,11.43,2047846.0,23406879.78,canonicity,0,0,0,0,,not-captured,,not-captured
DHCAW,DHCAU,,,,DHCAU|DHCAW,,74.9,3385443.0,253569680.7,alphabetical,0,0,0,0,,not-captured,,not-captured
DHHCU,DHHC,,,,DHHC|DHHCU,symbol-extension,10.05,40350000.0,405517500.0,canonicity,0,0,0,0,,not-captured,,not-captured
DISAU,DISA,,,,DISA|DISAU,symbol-extension,10.9,1709000.0,18628100.0,canonicity,0,0,0,0,,not-captured,,not-captured
DLCAU,DLCA,,,,DLCA|DLCAU|DLCAW,symbol-extension,9.95,20700000.0,205965000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DLCAW,DLCA,,,,DLCA|DLCAU|DLCAW,symbol-extension,9.95,20700000.0,205965000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DOO.TO,DOO,BRP Inc.,Consumer Cyclical,Consumer Cyclical,DOO|DOO.TO,,76.01,73151257.0,5560227044.57,punctuation,0,0,0,0,278211.0,2026-08-21,241329.0,2026-08-21
DPCSW,DPCS,,,,DPCS|DPCSW,symbol-extension,11.43,1500000.0,17145000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DSG.TO,DSGX,The Descartes Systems Group Inc.,Technology,Technology,DSG.TO|DSGX,,72.106,86019000.0,6202482315.183,punctuation,0,0,0,0,318022.0,2026-08-21,538796.0,2026-08-21
DTG,DTE,DTE Energy Company 2021 Series,Utilities,Utilities,DTE|DTG,,152.37,208000000.0,31692960000.0,volavg,1,0,0,0,38635.0,2026-08-21,1373053.0,2026-08-21
DTOCW,DTOCU,,,,DTOCU|DTOCW,,10.32,9532000.0,98370240.0,alphabetical,0,0,0,0,,not-captured,,not-captured
DTRTU,DTRT,,,,DTRT|DTRTU|DTRTW,symbol-extension,10.16,23000000.0,233680000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DTRTW,DTRT,,,,DTRT|DTRTU|DTRTW,symbol-extension,10.16,23000000.0,233680000.0,canonicity,0,0,0,0,,not-captured,,not-captured
DUETW,DUET,,,,DUET|DUETW,symbol-extension,11.13,3915836.0,43583254.68,canonicity,0,0,0,0,,not-captured,,not-captured
DUNEU,DUNE,,,,DUNE|DUNEU|DUNEW,symbol-extension,10.09,4313000.0,43518170.0,canonicity,0,0,0,0,,not-captured,,not-captured
DUNEW,DUNE,,,,DUNE|DUNEU|DUNEW,symbol-extension,10.09,4313000.0,43518170.0,canonicity,0,0,0,0,,not-captured,,not-captured
DWACW,DWACU,,,,DWACU|DWACW,,50.56,100000000.0,5056000000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
EACPU,EAC,,,,EAC|EACPU|EACPW,symbol-extension,10.85,8087000.0,87743950.0,canonicity,0,0,0,0,,not-captured,,not-captured
EACPW,EAC,,,,EAC|EACPU|EACPW,symbol-extension,10.85,8087000.0,87743950.0,canonicity,0,0,0,0,,not-captured,,not-captured
EBACU,EBAC,,,,EBAC|EBACU|EBACW,symbol-extension,10.1,12755000.0,128825500.0,canonicity,0,0,0,0,,not-captured,,not-captured
EBACW,EBAC,,,,EBAC|EBACU|EBACW,symbol-extension,10.1,12755000.0,128825500.0,canonicity,0,0,0,0,,not-captured,,not-captured
ECCX,ECCW,,,,ECCW|ECCX,,3.76,132530740.0,498315582.4,alphabetical,0,0,0,0,,not-captured,,not-captured
EDR.TO,EXK,Endeavour Silver Corp.,Basic Materials,Basic Materials,EDR.TO|EXK,,8.28,296096000.0,2451674880.0,punctuation,0,0,0,0,886385.0,2026-08-21,6991788.0,2026-08-21
EDTXU,EDTX,,,,EDTX|EDTXU|EDTXW,symbol-extension,10.89,274708.0,2991570.12,canonicity,0,0,0,0,,not-captured,,not-captured
EDTXW,EDTX,,,,EDTX|EDTXU|EDTXW,symbol-extension,10.89,274708.0,2991570.12,canonicity,0,0,0,0,,not-captured,,not-captured
EFHTW,EFHT,,,,EFHT|EFHTW,symbol-extension,10.61,6625147.0,70292809.67,canonicity,0,0,0,0,,not-captured,,not-captured
EFX.TO,EFXT,Enerflex Ltd.,Energy,Energy,EFX.TO|EFXT,,34.83,122086713.0,4252280213.79,punctuation,0,0,0,0,706057.0,2026-08-21,579424.0,2026-08-21
ELD.TO,EGO,Eldorado Gold Corporation,Basic Materials,Basic Materials,EGO|ELD.TO,,31.09,251453420.0,7817686827.8,punctuation,0,0,0,0,707788.0,2026-08-21,2624750.0,2026-08-21
ELVA.TO,ELVA,Electrovaya Inc.,Industrials,Industrials,ELVA|ELVA.TO,,10.5,49744052.0,522312546.0,punctuation,0,0,0,0,182266.0,2026-08-21,1041529.0,2026-08-21
EMA.TO,EMA,Emera Incorporated,Utilities,Utilities,EMA|EMA.TO,,75.23,306400000.0,23050472000.0,punctuation,0,0,0,0,1097101.0,2026-08-21,498600.0,2026-08-21
EMCGU,EMCG,,,,EMCG|EMCGU,symbol-extension,11.34,3379946.0,38328587.64,canonicity,0,0,0,0,,not-captured,,not-captured
ENB,ENB.TO,Enbridge Inc.,Energy,Energy,ENB|ENB.TO,,76.9805,2182000000.0,167971440000.0,shares,0,0,0,0,4290348.0,2026-08-21,7999785.0,2026-08-21
ENJ,ENO,"Entergy New Orleans, LLC",Utilities,Utilities,ENJ|ENO,,21.33,458745729.0,9785046399.57,volavg_raw,0,0,0,0,1709.0,2026-08-21,7443.0,2026-08-21
EOCW-UN,EOCW,,,,EOCW|EOCW-UN,,10.245,60950000.0,624432750.0,punctuation,0,0,0,0,,not-captured,,not-captured
EPHYU,EPHY,,,,EPHY|EPHYU,symbol-extension,9.88,51113000.0,504996440.0,canonicity,0,0,0,0,,not-captured,,not-captured
EPRX.TO,EPRX,Eupraxia Pharmaceuticals Inc.,Healthcare,Healthcare,EPRX|EPRX.TO,,9.31,66221815.0,616525097.65,punctuation,0,0,0,0,66742.0,2026-08-21,360075.0,2026-08-21
ERF.TO,ERF,,,,ERF|ERF.TO,,26.62,203558000.0,5418713960.0,punctuation,0,0,0,0,,not-captured,,not-captured
ERO.TO,ERO,Ero Copper Corp.,Basic Materials,Basic Materials,ERO|ERO.TO,,26.6605,104282548.0,2780222785.303,punctuation,0,0,0,0,439884.0,2026-08-21,1217766.0,2026-08-21
ESGRO,ESGR,,,,ESGR|ESGRO|ESGRP,symbol-extension,332.38,14891871.0,4949760082.98,canonicity,0,0,0,0,,not-captured,,not-captured
ESGRP,ESGR,,,,ESGR|ESGRO|ESGRP,symbol-extension,332.38,14891871.0,4949760082.98,canonicity,0,0,0,0,,not-captured,,not-captured
ET-PD,ET-PC,,,,ET-PC|ET-PD,preferred-suffix,13.8,3278600000.0,45244680000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
EUCRU,EUCR,,,,EUCR|EUCRU,symbol-extension,9.99,2979000.0,29760210.0,canonicity,0,0,0,0,,not-captured,,not-captured
EVOJU,EVOJ,,,,EVOJ|EVOJU|EVOJW,symbol-extension,10.7292,12469000.0,133782394.8,canonicity,0,0,0,0,,not-captured,,not-captured
EVOJW,EVOJ,,,,EVOJ|EVOJU|EVOJW,symbol-extension,10.7292,12469000.0,133782394.8,canonicity,0,0,0,0,,not-captured,,not-captured
FRX.TO,FENC,Fennec Pharmaceuticals Inc.,Healthcare,Healthcare,FENC|FRX.TO,,10.75,34545000.0,371358750.0,volavg,1,0,0,0,734.0,2026-08-21,236925.0,2026-08-21
FEXDR,FEXD,,,,FEXD|FEXDR|FEXDU|FEXDW,symbol-extension,10.56,14433000.0,152412480.0,canonicity,0,0,0,0,,not-captured,,not-captured
FEXDU,FEXD,,,,FEXD|FEXDR|FEXDU|FEXDW,symbol-extension,10.56,14433000.0,152412480.0,canonicity,0,0,0,0,,not-captured,,not-captured
FEXDW,FEXD,,,,FEXD|FEXDR|FEXDU|FEXDW,symbol-extension,10.56,14433000.0,152412480.0,canonicity,0,0,0,0,,not-captured,,not-captured
FGN,FG,"F&G Annuities & Life, Inc.",Financial Services,Financial Services,FG|FGN,symbol-extension,26.59,130000000.0,3456700000.0,canonicity,1,0,0,0,31896.0,2026-08-21,672312.0,2026-08-21
FGFPP,FGF,,,,FGF|FGFPP,symbol-extension,200.0,81500.0,16300000.0,canonicity,0,0,0,0,,not-captured,,not-captured
FHLTU,FHLT,,,,FHLT|FHLTU,symbol-extension,10.67,6589000.0,70304630.0,canonicity,0,0,0,0,,not-captured,,not-captured
FINMU,FINM,,,,FINM|FINMU|FINMW,symbol-extension,9.95,41400000.0,411930000.0,canonicity,0,0,0,0,,not-captured,,not-captured
FINMW,FINM,,,,FINM|FINMU|FINMW,symbol-extension,9.95,41400000.0,411930000.0,canonicity,0,0,0,0,,not-captured,,not-captured
FLME-UN,FLME,,,,FLME|FLME-UN,,11.39,15357000.0,174916230.0,punctuation,0,0,0,0,,not-captured,,not-captured
FMIVU,FMIV,,,,FMIV|FMIVU|FMIVW,symbol-extension,10.15,36043000.0,365836450.0,canonicity,0,0,0,0,,not-captured,,not-captured
FMIVW,FMIV,,,,FMIV|FMIVU|FMIVW,symbol-extension,10.15,36043000.0,365836450.0,canonicity,0,0,0,0,,not-captured,,not-captured
FNV.TO,FNV,Franco-Nevada Corporation,Basic Materials,Basic Materials,FNV|FNV.TO,,208.8722,192900000.0,40291452000.0,shares,0,0,0,0,387030.0,2026-08-21,846662.0,2026-08-21
FNVTU,FNVT,,,,FNVT|FNVTU|FNVTW,symbol-extension,11.62,865292.0,10054693.04,canonicity,0,0,0,0,,not-captured,,not-captured
FNVTW,FNVT,,,,FNVT|FNVTU|FNVTW,symbol-extension,11.62,865292.0,10054693.04,canonicity,0,0,0,0,,not-captured,,not-captured
FOXWU,FOXW,,,,FOXW|FOXWU,symbol-extension,10.04,7238000.0,72669520.0,canonicity,0,0,0,0,,not-captured,,not-captured
FRC-PI,FRC-PH,,,,FRC-PH|FRC-PI|FRC-PJ|FRC-PK|FRC-PM|FRC-PN,preferred-suffix,13.99,185000000.0,2588150000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
FRC-PJ,FRC-PH,,,,FRC-PH|FRC-PI|FRC-PJ|FRC-PK|FRC-PM|FRC-PN,preferred-suffix,13.99,185000000.0,2588150000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
FRC-PK,FRC-PH,,,,FRC-PH|FRC-PI|FRC-PJ|FRC-PK|FRC-PM|FRC-PN,preferred-suffix,13.99,185000000.0,2588150000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
FRC-PM,FRC-PH,,,,FRC-PH|FRC-PI|FRC-PJ|FRC-PK|FRC-PM|FRC-PN,preferred-suffix,13.99,185000000.0,2588150000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
FRC-PN,FRC-PH,,,,FRC-PH|FRC-PI|FRC-PJ|FRC-PK|FRC-PM|FRC-PN,preferred-suffix,13.99,185000000.0,2588150000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
FREEW,FREE,,,,FREE|FREEW,symbol-extension,4.84,43269000.0,209421960.0,canonicity,0,0,0,0,,not-captured,,not-captured
FRGAP,FRG,,,,FRG|FRGAP,symbol-extension,28.64,35177146.0,1007473461.44,canonicity,0,0,0,0,,not-captured,,not-captured
FRONU,FRON,,,,FRON|FRONU|FRONW,symbol-extension,9.91,29410000.0,291453100.0,canonicity,0,0,0,0,,not-captured,,not-captured
FRONW,FRON,,,,FRON|FRONU|FRONW,symbol-extension,9.91,29410000.0,291453100.0,canonicity,0,0,0,0,,not-captured,,not-captured
FRSGU,FRSG,,,,FRSG|FRSGU|FRSGW,symbol-extension,9.82,27805000.0,273045100.0,canonicity,0,0,0,0,,not-captured,,not-captured
FRSGW,FRSG,,,,FRSG|FRSGU|FRSGW,symbol-extension,9.82,27805000.0,273045100.0,canonicity,0,0,0,0,,not-captured,,not-captured
FRXB-UN,FRXB,,,,FRXB|FRXB-UN,,10.35,13225000.0,136878750.0,punctuation,0,0,0,0,,not-captured,,not-captured
FVI.TO,FSM,Fortuna Mining Corp.,Basic Materials,Basic Materials,FSM|FVI.TO,,8.45,301010000.0,2543534500.0,punctuation,0,0,0,0,725260.0,2026-08-21,5285791.0,2026-08-21
FSRXU,FSRX,,,,FSRX|FSRXU|FSRXW,symbol-extension,10.37,11596904.0,120259894.48,canonicity,0,0,0,0,,not-captured,,not-captured
FSRXW,FSRX,,,,FSRX|FSRXU|FSRXW,symbol-extension,10.37,11596904.0,120259894.48,canonicity,0,0,0,0,,not-captured,,not-captured
FSV.TO,FSV,FirstService Corporation,Real Estate,Real Estate,FSV|FSV.TO,,143.7555,45341000.0,6518017260.0,shares,0,0,0,0,145017.0,2026-08-21,215635.0,2026-08-21
FTAAU,FTAA,,,,FTAA|FTAAU|FTAAW,symbol-extension,9.93,34213000.0,339735090.0,canonicity,0,0,0,0,,not-captured,,not-captured
FTAAW,FTAA,,,,FTAA|FTAAU|FTAAW,symbol-extension,9.93,34213000.0,339735090.0,canonicity,0,0,0,0,,not-captured,,not-captured
FTAI-PB,FTAIO,,,,FTAI-PB|FTAIO,preferred-suffix,144.04,101539000.0,14625677560.0,canonicity,0,0,0,0,,not-captured,,not-captured
FTPAW,FTPAU,,,,FTPAU|FTPAW,,9.83,34253000.0,336706990.0,alphabetical,0,0,0,0,,not-captured,,not-captured
FTS,FTS.TO,Fortis Inc.,Utilities,Utilities,FTS|FTS.TO,,86.19,480769231.0,41437500000.0,shares,0,0,0,0,758174.0,2026-08-21,1491171.0,2026-08-21
GAMCU,GAMC,,,,GAMC|GAMCU,symbol-extension,11.04,7765437.0,85730424.48,canonicity,0,0,0,0,,not-captured,,not-captured
GATEW,GATEU,,,,GATEU|GATEW,,19.61,73914402.0,1449461423.22,alphabetical,0,0,0,0,,not-captured,,not-captured
GATO.TO,GATO,,,,GATO|GATO.TO,,15.1164,70430000.0,1064648000.0,shares,0,0,0,0,,not-captured,,not-captured
GBBKR,GBBK,,,,GBBK|GBBKR|GBBKW,symbol-extension,11.04,11041000.0,121892640.0,canonicity,0,0,0,0,,not-captured,,not-captured
GBBKW,GBBK,,,,GBBK|GBBKR|GBBKW,symbol-extension,11.04,11041000.0,121892640.0,canonicity,0,0,0,0,,not-captured,,not-captured
GBRGR,GBRG,,,,GBRG|GBRGR|GBRGU|GBRGW,symbol-extension,10.73,1816250.0,19488362.5,canonicity,0,0,0,0,,not-captured,,not-captured
GBRGU,GBRG,,,,GBRG|GBRGR|GBRGU|GBRGW,symbol-extension,10.73,1816250.0,19488362.5,canonicity,0,0,0,0,,not-captured,,not-captured
GBRGW,GBRG,,,,GBRG|GBRGR|GBRGU|GBRGW,symbol-extension,10.73,1816250.0,19488362.5,canonicity,0,0,0,0,,not-captured,,not-captured
GDNRU,GDNR,,,,GDNR|GDNRU,symbol-extension,10.46,10048000.0,105102080.0,canonicity,0,0,0,0,,not-captured,,not-captured
GEEXW,GEEX,,,,GEEX|GEEXW,symbol-extension,10.3,25000000.0,257500000.0,canonicity,0,0,0,0,,not-captured,,not-captured
GENQU,GENQ,,,,GENQ|GENQU|GENQW,symbol-extension,10.5,9612736.0,100933728.0,canonicity,0,0,0,0,,not-captured,,not-captured
GENQW,GENQ,,,,GENQ|GENQU|GENQW,symbol-extension,10.5,9612736.0,100933728.0,canonicity,0,0,0,0,,not-captured,,not-captured
GFL.TO,GFL,GFL Environmental Inc.,Industrials,Industrials,GFL|GFL.TO,,52.15,361371647.0,18845531391.05,punctuation,0,0,0,0,783165.0,2026-08-21,2833785.0,2026-08-21
GFX-UN,GFX,,,,GFX|GFX-UN,,10.13,12833579.0,130004155.27,punctuation,0,0,0,0,,not-captured,,not-captured
GHIXU,GHIX,,,,GHIX|GHIXU|GHIXW,symbol-extension,10.59,19155000.0,202851450.0,canonicity,0,0,0,0,,not-captured,,not-captured
GHIXW,GHIX,,,,GHIX|GHIXU|GHIXW,symbol-extension,10.59,19155000.0,202851450.0,canonicity,0,0,0,0,,not-captured,,not-captured
GIACU,GIAC,,,,GIAC|GIACU,symbol-extension,10.0,11000000.0,110000000.0,canonicity,0,0,0,0,,not-captured,,not-captured
GIB-A.TO,GIB,CGI Inc.,Technology,Technology,GIB|GIB-A.TO,,91.67,207765623.0,19045874660.41,punctuation,0,0,0,0,645946.0,2026-08-21,484001.0,2026-08-21
GLBLW,GLBLU,,,,GLBLU|GLBLW,,15.8195,57488068.0,909432491.726,alphabetical,0,0,0,0,,not-captured,,not-captured
GLLIW,GLLIR,,,,GLLIR|GLLIW,,11.76,218965.0,2575028.4,alphabetical,0,0,0,0,,not-captured,,not-captured
GOGN-UN,GOGN,,,,GOGN|GOGN-UN,,10.55,35835000.0,378059250.0,punctuation,0,0,0,0,,not-captured,,not-captured
GOOGL,GOOG,Alphabet Inc.,Communication Services,Communication Services,GOOG|GOOGL,symbol-extension,357.37,12151000000.0,4342402870000.0,canonicity,0,0,0,0,32133217.0,2026-08-21,22016991.0,2026-08-21
GSQB-UN,GSQB,,,,GSQB|GSQB-UN,,10.37,17969000.0,186338530.0,punctuation,0,0,0,0,,not-captured,,not-captured
GSRMR,GSRM,,,,GSRM|GSRMR|GSRMU,symbol-extension,22.61,12358691.0,279430003.51,canonicity,0,0,0,0,,not-captured,,not-captured
GSRMU,GSRM,,,,GSRM|GSRMR|GSRMU,symbol-extension,22.61,12358691.0,279430003.51,canonicity,0,0,0,0,,not-captured,,not-captured
GTACU,GTAC,,,,GTAC|GTACU,symbol-extension,11.29,7090000.0,80046100.0,canonicity,0,0,0,0,,not-captured,,not-captured
GVCIU,GVCI,,,,GVCI|GVCIU|GVCIW,symbol-extension,10.37,20010000.0,207503700.0,canonicity,0,0,0,0,,not-captured,,not-captured
GVCIW,GVCI,,,,GVCI|GVCIU|GVCIW,symbol-extension,10.37,20010000.0,207503700.0,canonicity,0,0,0,0,,not-captured,,not-captured
GWIIW,GWII,,,,GWII|GWIIW,symbol-extension,10.01,29400000.0,294294000.0,canonicity,0,0,0,0,,not-captured,,not-captured
GXIIU,GXII,,,,GXII|GXIIU|GXIIW,symbol-extension,10.01,37500000.0,375375000.0,canonicity,0,0,0,0,,not-captured,,not-captured
GXIIW,GXII,,,,GXII|GXIIU|GXIIW,symbol-extension,10.01,37500000.0,375375000.0,canonicity,0,0,0,0,,not-captured,,not-captured
HAIAU,HAIA,,,,HAIA|HAIAU,symbol-extension,11.72,5637985.0,66077184.2,canonicity,0,0,0,0,,not-captured,,not-captured
HBANL,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,HBAN|HBANL|HBANM,symbol-extension,17.73,1946000000.0,34502580000.0,canonicity,1,0,0,0,21695.0,2026-08-21,23987100.0,2026-08-21
HBANM,HBAN,Huntington Bancshares Incorporated,Financial Services,Financial Services,HBAN|HBANL|HBANM,symbol-extension,17.73,1946000000.0,34502580000.0,canonicity,1,0,0,0,17056.0,2026-08-21,23987100.0,2026-08-21
HBM.TO,HBM,Hudbay Minerals Inc.,Basic Materials,Basic Materials,HBM|HBM.TO,,23.61,400356079.0,9452407025.19,punctuation,0,0,0,0,2415847.0,2026-08-21,5394491.0,2026-08-21
HCDIP,HCDI,,,,HCDI|HCDIP|HCDIZ,symbol-extension,1.41,2686426.0,3787860.66,canonicity,0,0,0,0,,not-captured,,not-captured
HCDIZ,HCDI,,,,HCDI|HCDIP|HCDIZ,symbol-extension,1.41,2686426.0,3787860.66,canonicity,0,0,0,0,,not-captured,,not-captured
HCNEU,HCNE,,,,HCNE|HCNEU,symbol-extension,10.17,39531000.0,402030270.0,canonicity,0,0,0,0,,not-captured,,not-captured
HEI-A,HEI,HEICO Corporation,Industrials,Industrials,HEI|HEI-A,,356.36,139702000.0,49784204720.0,punctuation,0,0,0,0,314769.0,2026-08-21,513291.0,2026-08-21
HHGCR,HHGC,,,,HHGC|HHGCR|HHGCU,symbol-extension,10.97,5050000.0,55398500.0,canonicity,0,0,0,0,,not-captured,,not-captured
HHGCU,HHGC,,,,HHGC|HHGCR|HHGCU,symbol-extension,10.97,5050000.0,55398500.0,canonicity,0,0,0,0,,not-captured,,not-captured
HHLA-UN,HHLA,,,,HHLA|HHLA-UN,,10.62,15612000.0,165799440.0,punctuation,0,0,0,0,,not-captured,,not-captured
HIVE.TO,HIVE,HIVE Digital Technologies Ltd.,Technology,Technology,HIVE|HIVE.TO,,3.64,266251300.0,969154732.0,punctuation,0,0,0,0,4034531.0,2026-08-21,26555551.0,2026-08-21
HMA-UN,HMA,,,,HMA|HMA-UN,,10.41,24058663.0,250450681.83,punctuation,0,0,0,0,,not-captured,,not-captured
HMACU,HMAC,,,,HMAC|HMACU,symbol-extension,10.34,8966500.0,92713610.0,canonicity,0,0,0,0,,not-captured,,not-captured
HORIW,HORI,,,,HORI|HORIW,symbol-extension,10.0,35938000.0,359380000.0,canonicity,0,0,0,0,,not-captured,,not-captured
HPLTU,HPLT,,,,HPLT|HPLTU,symbol-extension,10.19,7272935.0,74111207.65,canonicity,0,0,0,0,,not-captured,,not-captured
HROWM,HROWL,,,,HROWL|HROWM,,48.18,37145440.0,1789667299.2,alphabetical,0,0,0,0,,not-captured,,not-captured
HTFC,HRZN,Horizon Technology Finance Corp,Financial Services,Financial Services,HRZN|HTFC,,4.73,64974577.0,307329749.21,volavg,1,0,0,0,2848.0,2026-08-21,735164.0,2026-08-21
HSONP,HSON,,,,HSON|HSONP,symbol-extension,8.51,3205000.0,27274550.0,canonicity,0,0,0,0,,not-captured,,not-captured
HT-PC,HT,,,,HT|HT-PC|HT-PD|HT-PE,preferred-suffix,9.86,40012965.0,394527834.9,canonicity,0,0,0,0,,not-captured,,not-captured
HT-PD,HT,,,,HT|HT-PC|HT-PD|HT-PE,preferred-suffix,9.86,40012965.0,394527834.9,canonicity,0,0,0,0,,not-captured,,not-captured
HT-PE,HT,,,,HT|HT-PC|HT-PD|HT-PE,preferred-suffix,9.86,40012965.0,394527834.9,canonicity,0,0,0,0,,not-captured,,not-captured
HTLFP,HTLF,,,,HTLF|HTLFP,symbol-extension,56.7,44550694.0,2526024349.8,canonicity,0,0,0,0,,not-captured,,not-captured
HUT.TO,HUT,Hut 8 Mining Corp.,Financial Services,Financial Services,HUT|HUT.TO,,65.24,111064728.0,7245862854.72,shares,0,0,0,0,460219.0,2026-08-21,4455537.0,2026-08-21
HVT-A,HVT,"Haverty Furniture Companies, Inc.",Consumer Cyclical,Consumer Cyclical,HVT|HVT-A,,25.53,15741667.0,401884758.51,volavg,1,0,0,0,1008.0,2026-08-21,113941.0,2026-08-21
HWELU,HWEL,,,,HWEL|HWELU,symbol-extension,10.28,31250000.0,321250000.0,canonicity,0,0,0,0,,not-captured,,not-captured
IMG.TO,IAG,Iamgold Corporation,Basic Materials,Basic Materials,IAG|IMG.TO,,15.84,578000000.0,9155520000.0,punctuation,0,0,0,0,1635517.0,2026-08-21,5625650.0,2026-08-21
ICNC-UN,ICNC,,,,ICNC|ICNC-UN,,10.65,27800000.0,296070000.0,punctuation,0,0,0,0,,not-captured,,not-captured
IMBIL,IMBI,,,,IMBI|IMBIL,symbol-extension,0.89,29492756.0,26248552.84,canonicity,0,0,0,0,,not-captured,,not-captured
IMV.TO,IMV,,,,IMV|IMV.TO,,3.28,8289625.0,27189970.0,shares,0,0,0,0,,not-captured,,not-captured
INKAU,INKA,,,,INKA|INKAU|INKAW,symbol-extension,10.24,13930000.0,142643200.0,canonicity,0,0,0,0,,not-captured,,not-captured
INKAW,INKA,,,,INKA|INKAU|INKAW,symbol-extension,10.24,13930000.0,142643200.0,canonicity,0,0,0,0,,not-captured,,not-captured
IOACU,IOAC,,,,IOAC|IOACU|IOACW,symbol-extension,11.29,11894315.0,134286816.35,canonicity,0,0,0,0,,not-captured,,not-captured
IOACW,IOAC,,,,IOAC|IOACU|IOACW,symbol-extension,11.29,11894315.0,134286816.35,canonicity,0,0,0,0,,not-captured,,not-captured
IPVF-UN,IPVF,,,,IPVF|IPVF-UN,,11.22,7820779.0,87749140.38,punctuation,0,0,0,0,,not-captured,,not-captured
IPVIU,IPVI,,,,IPVI|IPVIU|IPVIW,symbol-extension,9.845,35937500.0,353804687.5,canonicity,0,0,0,0,,not-captured,,not-captured
