source_a,source_b,n_shared,name_a,name_b,shared_tokens,name_match,verdict,first_shared_date,last_shared_date
ALTA.PA,AREIT.PA,19,Altarea SCA,Altareit SCA,,False,NAME_MISMATCH,2014-10-01,2023-10-01
058820.KQ,CMG,9,"CMG Pharmaceutical Co., Ltd.","Chipotle Mexican Grill, Inc.",,False,NAME_MISMATCH,2020-07-01,2022-07-01
058820.KQ,0HXW.L,8,"CMG Pharmaceutical Co., Ltd.","Chipotle Mexican Grill, Inc.",,False,NAME_MISMATCH,2020-07-01,2022-07-01
0RJ6.L,LOUP.PA,22,L.d.c. S.a.,L.d.c. S.a.,,,name_unknown,2014-07-01,2026-01-01
0DO7.L,AVT.PA,24,Avenir Telecom S.A.,Avenir Telecom S.A.,avenir telecom,True,name_match,2014-07-01,2026-01-01
0JZU.L,MCK,24,McKesson Corporation,McKesson Corporation,mckesson,True,name_match,2020-07-01,2026-04-01
003550.KS,003555.KS,24,LG Corp.,LG Corp.,lg,True,name_match,2020-04-01,2026-01-01
0IW5.L,HO.PA,24,Thales S.A.,Thales S.A.,thales,True,name_match,2014-10-01,2026-04-01
0XVU.L,ZS,24,"Zscaler, Inc.","Zscaler, Inc.",zscaler,True,name_match,2020-07-01,2026-04-01
0IX0.L,GLO.PA,24,GL Events S.A.,GL Events S.A.,events gl,True,name_match,2014-10-01,2026-04-01
QBR-A.TO,QBR-B.TO,24,Quebecor Inc.,Quebecor Inc.,quebecor,True,name_match,2020-07-01,2026-04-01
0QOW.L,RIG,24,Transocean Ltd.,Transocean Ltd.,transocean,True,name_match,2020-07-01,2026-04-01
HVT,HVT-A,24,"Haverty Furniture Companies, Inc.","Haverty Furniture Companies, Inc.",furniture haverty,True,name_match,2020-07-01,2026-04-01
TECK-A.TO,TECK-B.TO,24,Teck Resources Limited,Teck Resources Limited,resources teck,True,name_match,2020-07-01,2026-04-01
001790.KS,001795.KS,24,TS Corporation,TS Corporation,ts,True,name_match,2020-04-01,2026-01-01
0OPJ.L,ABCA.PA,24,ABC arbitrage S.A.,ABC arbitrage S.A.,abc arbitrage,True,name_match,2014-04-01,2025-10-01
PPL,PPLC,24,PPL Corporation,PPL Corporation,ppl,True,name_match,2020-07-01,2026-04-01
0R1T.L,EXPE,24,"Expedia Group, Inc.","Expedia Group, Inc.",expedia,True,name_match,2020-07-01,2026-04-01
0O1O.L,VETO.PA,24,Vetoquinol S.A.,Vetoquinol S.A.,vetoquinol,True,name_match,2014-04-01,2025-10-01
0IP1.L,BLC.PA,24,Bastide Le Confort Médical S.A.,Bastide Le Confort Médical S.A.,bastide confort le medical,True,name_match,2014-04-01,2025-10-01
0QVW.L,ATEME.PA,24,Ateme S.A.,Ateme S.A.,ateme,True,name_match,2014-04-01,2025-10-01
000810.KS,000815.KS,24,"Samsung Fire & Marine Insurance Co., Ltd.","Samsung Fire & Marine Insurance Co., Ltd.",fire insurance marine samsung,True,name_match,2020-04-01,2026-01-01
019170.KS,019175.KS,24,"Shinpoong Pharmaceutical Co., Ltd.","Shinpoong Pharmaceutical Co.,Ltd",pharmaceutical shinpoong,True,name_match,2020-04-01,2026-01-01
CCL-A.TO,CCL-B.TO,24,CCL Industries Inc.,CCL Industries Inc.,ccl industries,True,name_match,2020-04-01,2026-01-01
0JZS.L,MKC,24,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2020-07-01,2026-04-01
0JZS.L,MKC-V,24,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2020-07-01,2026-04-01
MKC,MKC-V,24,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2020-07-01,2026-04-01
0HJI.L,ADP,24,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",automatic data processing,True,name_match,2020-07-01,2026-04-01
MOG-A,MOG-B,24,Moog Inc.,Moog Inc.,moog,True,name_match,2020-07-01,2026-04-01
BH,BH-A,24,Biglari Holdings Inc.,Biglari Holdings Inc.,biglari,True,name_match,2020-07-01,2026-04-01
0DLI.L,ACOMO.AS,24,Acomo N.V.,Acomo N.V.,acomo,True,name_match,2014-10-01,2026-04-01
0L98.L,STAG,24,"STAG Industrial, Inc.","STAG Industrial, Inc.",industrial stag,True,name_match,2020-07-01,2026-04-01
0NY3.L,STF.PA,24,STEF S.a.,STEF S.a.,stef,True,name_match,2014-04-01,2025-10-01
0OA7.L,ASY.PA,24,Assystem S.A.,Assystem S.A.,assystem,True,name_match,2014-04-01,2025-10-01
0HDQ.L,SDG.PA,24,Synergie SE,Synergie SE,synergie,True,name_match,2014-04-01,2025-10-01
0KKZ.L,MDB,24,"MongoDB, Inc.","MongoDB, Inc.",mongodb,True,name_match,2020-07-01,2026-04-01
LBRDA,LBRDK,24,Liberty Broadband Corporation,Liberty Broadband Corporation,broadband liberty,True,name_match,2020-07-01,2026-04-01
LBRDA,LBRDP,24,Liberty Broadband Corporation,Liberty Broadband Corporation,broadband liberty,True,name_match,2020-07-01,2026-04-01
LBRDK,LBRDP,24,Liberty Broadband Corporation,Liberty Broadband Corporation,broadband liberty,True,name_match,2020-07-01,2026-04-01
TCBI,TCBIO,24,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc.",bancshares capital texas,True,name_match,2020-07-01,2026-04-01
0HUR.L,CE,24,Celanese Corporation,Celanese Corporation,celanese,True,name_match,2020-07-01,2026-04-01
0LWG.L,WY,24,Weyerhaeuser Company,Weyerhaeuser Company,weyerhaeuser,True,name_match,2020-07-01,2026-04-01
0O0E.L,BIG.PA,24,BigBen Interactive,BigBen Interactive,bigben interactive,True,name_match,2014-01-01,2025-07-01
0Z62.L,KDP,24,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,dr keurig pepper,True,name_match,2020-07-01,2026-04-01
HBAN,HBANL,24,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,bancshares huntington,True,name_match,2020-07-01,2026-04-01
HBAN,HBANM,24,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,bancshares huntington,True,name_match,2020-07-01,2026-04-01
HBANL,HBANM,24,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated,bancshares huntington,True,name_match,2020-07-01,2026-04-01
ABX.TO,B,24,Barrick Gold Corporation,Barrick Mining Corporation,barrick,True,name_match,2020-04-01,2026-01-01
CSW-A.TO,CSW-B.TO,24,Corby Spirit and Wine Limited,Corby Spirit and Wine Limited,corby spirit wine,True,name_match,2020-04-01,2026-01-01
HRZN,HTFC,24,Horizon Technology Finance Corporation,Horizon Technology Finance Corp,finance horizon technology,True,name_match,2020-07-01,2026-04-01
QSP-UN.TO,QSR,24,Restaurant Brands International Limited Partnership,Restaurant Brands International Inc.,brands international restaurant,True,name_match,2020-07-01,2026-04-01
BEP,BEP-UN.TO,24,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners L.P.,brookfield partners renewable,True,name_match,2020-07-01,2026-04-01
CBE.PA,RBT.PA,24,Robertet S.A.,Robertet S.A.,robertet,True,name_match,2014-04-01,2025-10-01
RCI-A.TO,RCI-B.TO,24,Rogers Communications Inc.,Rogers Communications Inc.,communications rogers,True,name_match,2020-07-01,2026-04-01
0R35.L,CCO.TO,24,Cameco Corporation,Cameco Corporation,cameco,True,name_match,2020-07-01,2026-04-01
TTE.L,TTE.PA,24,TotalEnergies SE,TotalEnergies SE,totalenergies,True,name_match,2020-07-01,2026-04-01
090350.KS,090355.KS,24,"NOROO PAINT & COATINGS Co., Ltd.","NOROO PAINT & COATINGS Co., Ltd.",coatings noroo paint,True,name_match,2020-04-01,2026-01-01
CTC-A.TO,CTC.TO,24,"Canadian Tire Corporation, Limited","Canadian Tire Corporation, Limited",canadian tire,True,name_match,2020-04-01,2026-01-01
ECC,ECCC,24,Eagle Point Credit Company Inc.,Eagle Point Credit Company Inc.,credit eagle point,True,name_match,2020-04-01,2026-01-01
ECC,ECCV,24,Eagle Point Credit Company Inc.,Eagle Point Credit Company Inc.,credit eagle point,True,name_match,2020-04-01,2026-01-01
ECCC,ECCV,24,Eagle Point Credit Company Inc.,Eagle Point Credit Company Inc.,credit eagle point,True,name_match,2020-04-01,2026-01-01
AFGC,AFGD,24,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2020-07-01,2026-04-01
AFGC,AFGE,24,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2020-07-01,2026-04-01
AFGD,AFGE,24,"American Financial Group, Inc.","American Financial Group, Inc.",american financial,True,name_match,2020-07-01,2026-04-01
0JZ1.L,MAS,24,Masco Corporation,Masco Corporation,masco,True,name_match,2020-07-01,2026-04-01
BBD-A.TO,BBD-B.TO,24,Bombardier Inc.,Bombardier Inc.,bombardier,True,name_match,2020-07-01,2026-04-01
URB-A.TO,URB.TO,24,Urbana Corporation,Urbana Corporation,urbana,True,name_match,2020-04-01,2026-01-01
005930.KS,005935.KS,24,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2020-07-01,2026-04-01
0HFB.L,APH,24,Amphenol Corporation,Amphenol Corporation,amphenol,True,name_match,2020-07-01,2026-04-01
ENJ,ENO,24,"Entergy New Orleans, LLC","Entergy New Orleans, LLC",entergy orleans,True,name_match,2020-07-01,2026-04-01
004360.KS,004365.KS,24,"Sebang Co., Ltd","Sebang Co., Ltd",sebang,True,name_match,2020-04-01,2026-01-01
009150.KS,009155.KS,24,"Samsung Electro-Mechanics Co., Ltd.","Samsung Electro-Mechanics Co., Ltd.",electro mechanics samsung,True,name_match,2020-07-01,2026-04-01
001680.KS,001685.KS,24,Daesang Corporation,Daesang Corporation,daesang,True,name_match,2020-04-01,2026-01-01
001750.KS,001755.KS,24,Hanyang Securities Co. Ltd.,Hanyang Securities Co. Ltd.,hanyang securities,True,name_match,2020-04-01,2026-01-01
0A18.L,GIB-A.TO,24,CGI Inc.,CGI Inc.,cgi,True,name_match,2020-07-01,2026-04-01
0HV8.L,PEUG.PA,24,Peugeot Invest S.A.,Peugeot Invest S.A.,invest peugeot,True,name_match,2014-04-01,2025-10-01
0OQQ.L,INF.PA,24,Infotel S.A.,Infotel S.A.,infotel,True,name_match,2014-04-01,2025-10-01
0KTI.L,ENB.TO,24,Enbridge Inc.,Enbridge Inc.,enbridge,True,name_match,2020-07-01,2026-04-01
002020.KS,002025.KS,24,Kolon Corporation,Kolon Corporation,kolon,True,name_match,2020-04-01,2026-01-01
TCL-A.TO,TCL-B.TO,24,Transcontinental Inc.,Transcontinental Inc.,transcontinental,True,name_match,2020-07-01,2026-04-01
0DTK.L,SAVE.PA,24,Savencia S.A.,Savencia S.A.,savencia,True,name_match,2014-04-01,2025-10-01
0KAN.L,OII,24,"Oceaneering International, Inc.","Oceaneering International, Inc.",international oceaneering,True,name_match,2020-07-01,2026-04-01
014910.KS,014915.KS,24,"Sungmoon Electronics Co., Ltd.","Sungmoon Electronics Co., Ltd.",electronics sungmoon,True,name_match,2020-04-01,2026-01-01
003460.KS,003465.KS,24,"Yuhwa Securities co.,ltd.","Yuhwa Securities co.,ltd.",securities yuhwa,True,name_match,2020-04-01,2026-01-01
006800.KS,006805.KS,24,Mirae Asset Securities Co. Ltd.,Mirae Asset Securities Co. Ltd.,asset mirae securities,True,name_match,2020-04-01,2026-01-01
006800.KS,00680K.KS,24,Mirae Asset Securities Co. Ltd.,"Mirae Asset Securities Co., Ltd.",asset mirae securities,True,name_match,2020-04-01,2026-01-01
006805.KS,00680K.KS,24,Mirae Asset Securities Co. Ltd.,"Mirae Asset Securities Co., Ltd.",asset mirae securities,True,name_match,2020-04-01,2026-01-01
003070.KS,003075.KS,24,Kolon Global Corporation,Kolon Global Corporation,global kolon,True,name_match,2020-04-01,2026-01-01
0KBK.L,OMC,24,Omnicom Group Inc,Omnicom Group Inc.,omnicom,True,name_match,2020-07-01,2026-04-01
0HK4.L,CAR,24,"Avis Budget Group, Inc.","Avis Budget Group, Inc.",avis budget,True,name_match,2020-07-01,2026-04-01
ADW-A.TO,ADW-B.TO,24,Andrew Peller Limited,Andrew Peller Limited,andrew peller,True,name_match,2020-04-01,2026-01-01
0OR2.L,LNA.PA,24,LNA Santé S.A.,LNA Santé S.A.,lna sante,True,name_match,2014-04-01,2025-10-01
0F8V.L,AKW.PA,24,Akwel,Akwel,akwel,True,name_match,2014-04-01,2025-10-01
0DTF.L,BOI.PA,24,Boiron S.A.,Boiron S.A.,boiron,True,name_match,2014-04-01,2025-10-01
0OQ0.L,VAC.PA,24,Pierre et Vacances S.A.,Pierre et Vacances S.A.,et pierre vacances,True,name_match,2014-07-01,2026-01-01
000540.KS,000545.KS,24,"Heungkuk Fire&Marine Insurance Co., Ltd.","Heungkuk Fire&Marine Insurance Co., Ltd.",fire heungkuk insurance marine,True,name_match,2020-04-01,2026-01-01
145990.KS,145995.KS,24,Samyang Corporation,Samyang Corporation,samyang,True,name_match,2020-04-01,2026-01-01
004540.KS,004545.KS,24,"KleanNara Co., Ltd.","KleanNara Co., Ltd.",kleannara,True,name_match,2020-04-01,2026-01-01
084690.KS,084695.KS,24,"Daesang Holdings Co., Ltd.","Daesang Holdings Co., Ltd.",daesang,True,name_match,2020-04-01,2026-01-01
001230.KS,460860.KS,24,Dongkuk Steel Mill Company Limited,Dongkuk Steel Mill Company Limited,dongkuk mill steel,True,name_match,2020-04-01,2026-01-01
0IFJ.L,EIX,24,Edison International,Edison International,edison international,True,name_match,2020-07-01,2026-04-01
0DZJ.L,CEN.PA,24,Groupe CRIT S.A.,Groupe CRIT S.A.,crit,True,name_match,2014-04-01,2025-10-01
0IPY.L,AUB.PA,24,Aubay S.A.,Aubay S.A.,aubay,True,name_match,2014-04-01,2025-10-01
0IQE.L,FLS,24,Flowserve Corporation,Flowserve Corporation,flowserve,True,name_match,2020-07-01,2026-04-01
0O80.L,BAIN.PA,24,Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco,Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco,anonyme bains cercle des du et etrangers mer monaco societe,True,name_match,2014-07-01,2026-01-01
CIM,CIMN,24,Chimera Investment Corporation,Chimera Investment Corporation,chimera investment,True,name_match,2020-07-01,2026-04-01
ETL.L,ETL.PA,23,Eutelsat Communications S.A.,Eutelsat Communications S.A.,communications eutelsat,True,name_match,2014-10-01,2025-10-01
0F2S.L,LIN.PA,23,Linedata Services S.A.,Linedata Services S.A.,linedata services,True,name_match,2014-04-01,2025-04-01
0IV3.L,GERN,23,Geron Corporation,Geron Corporation,geron,True,name_match,2020-07-01,2026-04-01
0KEJ.L,PPL,23,PPL Corporation,PPL Corporation,ppl,True,name_match,2020-07-01,2026-04-01
0KEJ.L,PPLC,23,PPL Corporation,PPL Corporation,ppl,True,name_match,2020-07-01,2026-04-01
0I0X.L,CDXS,23,"Codexis, Inc.","Codexis, Inc.",codexis,True,name_match,2020-07-01,2026-01-01
005300.KS,005305.KS,23,"Lotte Chilsung Beverage Co., Ltd.","Lotte Chilsung Beverage Co., Ltd.",beverage chilsung lotte,True,name_match,2020-07-01,2026-01-01
0KFZ.L,PH,23,Parker-Hannifin Corporation,Parker-Hannifin Corporation,hannifin parker,True,name_match,2020-07-01,2026-04-01
0QSV.L,EKI.PA,23,Ekinops S.a.,Ekinops S.a.,ekinops,True,name_match,2014-10-01,2026-04-01
0QAV.L,NANO.PA,23,Nanobiotix S.A.,Nanobiotix S.A.,nanobiotix,True,name_match,2014-04-01,2025-10-01
0N7N.L,CDA.PA,23,Compagnie des Alpes S.A.,Compagnie des Alpes S.A.,alpes compagnie des,True,name_match,2014-07-01,2026-01-01
BMNP,BMNR,23,"Bitmine Immersion Technologies, Inc.","Bitmine Immersion Technologies, Inc.",bitmine immersion technologies,True,name_match,2014-07-01,2026-04-01
VTA.AS,VTA.L,23,Volta Finance Limited,Volta Finance Limited,finance volta,True,name_match,2014-04-01,2026-01-01
0VFA.L,QSR.TO,23,"Restaurant Brands International, Inc.",Restaurant Brands International Inc.,brands international restaurant,True,name_match,2020-07-01,2026-04-01
0VOA.L,WDO.TO,23,Wesdome Gold Mines Ltd.,Wesdome Gold Mines Ltd.,gold mines wesdome,True,name_match,2020-04-01,2026-01-01
0S9E.L,EXE.TO,23,Extendicare Inc.,Extendicare Inc.,extendicare,True,name_match,2020-04-01,2026-01-01
0AHJ.L,HBM.TO,23,Hudbay Minerals Inc.,Hudbay Minerals Inc.,hudbay minerals,True,name_match,2020-07-01,2026-04-01
0R07.L,PAAS,23,Pan American Silver Corp.,Pan American Silver Corp.,american pan silver,True,name_match,2020-04-01,2025-10-01
BC94.L,SMSD.L,23,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2020-07-01,2026-01-01
0Q77.L,AB.PA,23,AB Science S.A.,AB Science S.A.,science,True,name_match,2014-10-01,2025-10-01
010060.KS,456040.KS,23,OCI Company Ltd.,OCI Company Ltd.,oci,True,name_match,2020-07-01,2026-01-01
0MN5.L,SWP.PA,23,Sword Group S.E.,Sword Group S.E.,sword,True,name_match,2014-04-01,2025-10-01
0R2C.L,EDR.TO,23,Endeavour Silver Corp.,Endeavour Silver Corp.,endeavour silver,True,name_match,2020-07-01,2026-04-01
0O33.L,SBT.PA,23,Oeneo S.A.,Oeneo S.A.,oeneo,True,name_match,2014-07-01,2026-01-01
0GN6.L,ARG.PA,23,Argan S.A.,Argan S.A.,argan,True,name_match,2014-10-01,2026-04-01
VOXR,VOXR.TO,23,Vox Royalty Corp.,Vox Royalty Corp.,royalty vox,True,name_match,2020-04-01,2025-10-01
0DI7.L,AJAX.AS,23,AFC Ajax N.V.,AFC Ajax N.V.,afc ajax,True,name_match,2014-04-01,2025-10-01
0QCV.L,ABBV,23,AbbVie Inc.,AbbVie Inc.,abbvie,True,name_match,2020-07-01,2026-01-01
0RVA.L,SMCP.PA,23,SMCP S.a.,SMCP S.a.,smcp,True,name_match,2014-10-01,2026-04-01
071050.KS,071055.KS,23,"Korea Investment Holdings Co., Ltd.","Korea Investment Holdings Co., Ltd.",investment korea,True,name_match,2020-07-01,2026-01-01
0ELV.L,GBT.PA,23,Guerbet S.A.,Guerbet S.A.,guerbet,True,name_match,2014-04-01,2025-10-01
0GX2.L,NRO.PA,23,Neurones S.A.,Neurones S.A.,neurones,True,name_match,2014-04-01,2025-10-01
000660.KS,SKHY,23,SK hynix Inc.,SK hynix Inc.,hynix sk,True,name_match,2020-07-01,2026-01-01
TD,TD.TO,22,The Toronto-Dominion Bank,The Toronto-Dominion Bank,bank dominion toronto,True,name_match,2020-07-01,2025-10-01
PHG,PHIA.AS,22,Koninklijke Philips N.V.,Koninklijke Philips N.V.,koninklijke philips,True,name_match,2020-07-01,2026-04-01
MT,MT.AS,22,ArcelorMittal S.A.,ArcelorMittal S.A.,arcelormittal,True,name_match,2020-07-01,2026-01-01
0RHT.L,SIFG.AS,22,Sif Holding N.V.,Sif Holding N.V.,sif,True,name_match,2014-10-01,2026-04-01
0OPN.L,ODET.PA,22,Compagnie de l'Odet,Compagnie de l'Odet,compagnie odet,True,name_match,2014-04-01,2025-10-01
FSM,FVI.TO,22,Fortuna Mining Corp.,Fortuna Mining Corp.,fortuna mining,True,name_match,2020-07-01,2026-04-01
0LK3.L,MTN,22,"Vail Resorts, Inc.","Vail Resorts, Inc.",resorts vail,True,name_match,2020-07-01,2026-04-01
REL.L,RELX,22,RELX Plc,RELX Plc,relx,True,name_match,2014-10-01,2025-04-01
0P07.L,FF.TO,22,First Mining Gold Corp.,First Mining Gold Corp.,first gold mining,True,name_match,2020-07-01,2026-01-01
SU,SU.TO,22,Suncor Energy Inc.,Suncor Energy Inc.,energy suncor,True,name_match,2020-07-01,2026-04-01
BC94.L,SMSN.L,22,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2020-07-01,2026-01-01
SMSD.L,SMSN.L,22,"Samsung Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",electronics samsung,True,name_match,2020-07-01,2026-01-01
0R18.L,BBY,22,"Best Buy Co., Inc.","Best Buy Co., Inc.",best buy,True,name_match,2020-07-01,2025-10-01
TXP.L,TXP.TO,22,Touchstone Exploration Inc.,Touchstone Exploration Inc.,exploration touchstone,True,name_match,2020-04-01,2025-10-01
SBI.TO,SRB.L,22,Serabi Gold plc,Serabi Gold plc,gold serabi,True,name_match,2020-04-01,2026-01-01
BNS,BNS.TO,22,The Bank of Nova Scotia,The Bank of Nova Scotia,bank nova scotia,True,name_match,2020-07-01,2026-04-01
SII,SII.TO,22,Sprott Inc.,Sprott Inc.,sprott,True,name_match,2020-07-01,2026-04-01
0N9V.L,NAE.PA,22,North Atlantic Energies,North Atlantic Energies,atlantic energies north,True,name_match,2014-04-01,2025-10-01
WPM,WPM.TO,22,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2020-07-01,2026-04-01
0QAG.L,IDL.PA,22,ID Logistics Group S.A.,ID Logistics Group S.A.,id logistics,True,name_match,2014-04-01,2025-10-01
OGI,OGI.TO,22,Organigram Global Inc.,Organigram Global Inc.,global organigram,True,name_match,2020-04-01,2025-07-01
0NNU.L,NEDAP.AS,22,Nedap N.V.,Nedap N.V.,nedap,True,name_match,2014-10-01,2026-04-01
TA.TO,TAC,22,TransAlta Corporation,TransAlta Corporation,transalta,True,name_match,2020-07-01,2026-04-01
0J4V.L,HRTX,22,"Heron Therapeutics, Inc.","Heron Therapeutics, Inc.",heron therapeutics,True,name_match,2020-07-01,2026-01-01
